rodada,id_jogador,nome_jogador,pontuacao,posicao,entrou_em_campo,equipe,adv,perc_jogos
31,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,-2.1,Zagueiro,True,Botafogo,Palmeiras,0.9333333333333333
33,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,0.5,Zagueiro,True,Botafogo,Grêmio,0.90625
1,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,-0.3,Meia,True,Corinthians,Cruzeiro,1.0
3,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,6.3,Meia,True,Corinthians,Palmeiras,0.5
4,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,5.3,Meia,True,Corinthians,Fortaleza,0.6666666666666666
5,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,4.1,Meia,True,Corinthians,Botafogo,0.75
6,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,2.5,Meia,True,Corinthians,São Paulo,0.8
7,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,2.5,Meia,True,Corinthians,Flamengo,0.8333333333333334
8,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,7.7,Meia,True,Corinthians,Fluminense,0.8571428571428571
9,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,-0.3,Meia,True,Corinthians,América-MG,0.875
10,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,1.5,Meia,True,Corinthians,Cuiabá,0.8888888888888888
11,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,3.6,Meia,True,Corinthians,Santos,0.9
14,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,0.0,Meia,True,Corinthians,Atlético-MG,0.7692307692307693
16,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,5.5,Meia,True,Corinthians,Bahia,0.7333333333333333
17,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,4.3,Meia,True,Corinthians,Vasco,0.75
18,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,4.8,Meia,True,Corinthians,Internacional,0.7647058823529411
19,Adson - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Adson,12.2,Meia,True,Corinthians,Coritiba,0.7777777777777778
1,Adyson - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,Adyson,0.9,Atacante,True,América-MG,Fluminense,1.0
2,Adyson - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,Adyson,2.4,Atacante,True,América-MG,São Paulo,1.0
26,Adyson - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,Adyson,2.1,Atacante,True,América-MG,Fortaleza,0.08
33,Adyson - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KOZ7smb.png,Adyson,1.5,Atacante,True,América-MG,Coritiba,0.0
25,Aguerre - Goleiro (América-MG)https://s.sde.globo.com/media/person_role/2023/09/05/photo_FORMATO_IsQMVQY.png,Aguerre,-0.5,Goleiro,True,América-MG,Cruzeiro,0.0
26,Aguerre - Goleiro (América-MG)https://s.sde.globo.com/media/person_role/2023/09/05/photo_FORMATO_IsQMVQY.png,Aguerre,-2.0,Goleiro,True,América-MG,Fortaleza,0.04
3,Alan - Atacante (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_cj8zcro.png,Alan,8.0,Atacante,True,Fluminense,Fortaleza,0.0
3,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,2.5,Zagueiro,True,Cuiabá,Grêmio,0.0
4,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,0.7,Zagueiro,True,Cuiabá,América-MG,0.3333333333333333
5,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,0.9,Zagueiro,True,Cuiabá,Atlético-MG,0.5
6,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,0.0,Zagueiro,True,Cuiabá,Fluminense,0.6
7,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,6.4,Zagueiro,True,Cuiabá,Cruzeiro,0.6666666666666666
8,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,-1.3,Zagueiro,True,Cuiabá,Coritiba,0.7142857142857143
9,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,11.0,Zagueiro,True,Cuiabá,Goiás,0.75
10,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,-0.3,Zagueiro,True,Cuiabá,Corinthians,0.7777777777777778
11,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,2.1,Zagueiro,True,Cuiabá,Botafogo,0.8
12,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,2.6,Zagueiro,True,Cuiabá,Vasco,0.8181818181818182
14,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,-3.0,Zagueiro,True,Cuiabá,Bahia,0.7692307692307693
15,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,6.0,Zagueiro,True,Cuiabá,Fortaleza,0.7857142857142857
16,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,0.0,Zagueiro,True,Cuiabá,São Paulo,0.8
17,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,1.7,Zagueiro,True,Cuiabá,Internacional,0.8125
18,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,6.2,Zagueiro,True,Cuiabá,Flamengo,0.8235294117647058
20,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,3.1,Zagueiro,True,Cuiabá,Palmeiras,0.7894736842105263
21,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,-0.6,Zagueiro,True,Cuiabá,Bragantino,0.8
22,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,0.0,Zagueiro,True,Cuiabá,Grêmio,0.8095238095238095
23,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,2.6,Zagueiro,True,Cuiabá,América-MG,0.8181818181818182
24,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,0.0,Zagueiro,True,Cuiabá,Atlético-MG,0.8260869565217391
25,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,11.7,Zagueiro,True,Cuiabá,Fluminense,0.8333333333333334
27,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,5.2,Zagueiro,True,Cuiabá,Coritiba,0.8076923076923077
28,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,1.4,Zagueiro,True,Cuiabá,Goiás,0.8148148148148148
29,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,1.1,Zagueiro,True,Cuiabá,Corinthians,0.8214285714285714
30,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,3.7,Zagueiro,True,Cuiabá,Botafogo,0.8275862068965517
31,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,0.5,Zagueiro,True,Cuiabá,Vasco,0.8333333333333334
32,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,5.8,Zagueiro,True,Cuiabá,Santos,0.8387096774193549
33,Alan Empereur - Zagueiro (Cuiabá)https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Empereur,4.9,Zagueiro,True,Cuiabá,Bahia,0.84375
15,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_220x220.png,Alan Franco,0.5,Meia,True,Atlético-MG,Goiás,0.0
17,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_220x220.png,Alan Franco,0.6,Meia,True,Atlético-MG,Flamengo,0.0625
18,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_220x220.png,Alan Franco,0.0,Meia,True,Atlético-MG,São Paulo,0.11764705882352941
19,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_220x220.png,Alan Franco,1.8,Meia,True,Atlético-MG,Bahia,0.16666666666666666
21,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_220x220.png,Alan Franco,1.1,Meia,True,Atlético-MG,Santos,0.2
25,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,Alan Franco,3.6,Meia,True,Atlético-MG,Internacional,0.0
26,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,Alan Franco,1.2,Meia,True,Atlético-MG,Coritiba,0.04
27,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,Alan Franco,2.3,Meia,True,Atlético-MG,Palmeiras,0.07692307692307693
28,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,Alan Franco,-0.9,Meia,True,Atlético-MG,Cruzeiro,0.1111111111111111
29,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,Alan Franco,3.5,Meia,True,Atlético-MG,Bragantino,0.14285714285714285
30,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,Alan Franco,5.2,Meia,True,Atlético-MG,Fluminense,0.1724137931034483
31,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,Alan Franco,-0.6,Meia,True,Atlético-MG,Fortaleza,0.2
32,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,Alan Franco,-0.6,Meia,True,Atlético-MG,América-MG,0.22580645161290322
33,Alan Franco - Meia (Atlético-MG)https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,Alan Franco,-0.3,Meia,True,Atlético-MG,Corinthians,0.25
1,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,2.1,Zagueiro,True,São Paulo,Botafogo,1.0
5,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,7.1,Zagueiro,True,São Paulo,Fortaleza,0.25
8,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,-1.6,Zagueiro,True,São Paulo,Goiás,0.2857142857142857
9,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,-1.2,Zagueiro,True,São Paulo,Grêmio,0.375
11,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,4.2,Zagueiro,True,São Paulo,Athlético-PR,0.4
13,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,5.5,Zagueiro,True,São Paulo,Fluminense,0.4166666666666667
19,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,6.4,Zagueiro,True,São Paulo,Flamengo,0.3333333333333333
21,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,1.7,Zagueiro,True,São Paulo,América-MG,0.35
24,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,0.3,Zagueiro,True,São Paulo,Fortaleza,0.34782608695652173
26,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,6.2,Zagueiro,True,São Paulo,Vasco,0.36
30,Alan Franco - Zagueiro (São Paulo)https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,2.0,Zagueiro,True,São Paulo,Athlético-PR,0.3448275862068966
12,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CFMe31N.png,Alan Kardec,8.7,Atacante,True,Atlético-MG,Fortaleza,0.0
13,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CFMe31N.png,Alan Kardec,-1.1,Atacante,True,Atlético-MG,América-MG,0.08333333333333333
14,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CFMe31N.png,Alan Kardec,0.8,Atacante,True,Atlético-MG,Corinthians,0.15384615384615385
16,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CFMe31N.png,Alan Kardec,0.4,Atacante,True,Atlético-MG,Grêmio,0.2
17,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CFMe31N.png,Alan Kardec,0.0,Atacante,True,Atlético-MG,Flamengo,0.25
20,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CFMe31N.png,Alan Kardec,0.0,Atacante,True,Atlético-MG,Vasco,0.2631578947368421
21,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CFMe31N.png,Alan Kardec,0.0,Atacante,True,Atlético-MG,Santos,0.3
22,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png,Alan Kardec,-0.3,Atacante,True,Atlético-MG,Athlético-PR,0.0
23,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png,Alan Kardec,1.5,Atacante,True,Atlético-MG,Botafogo,0.045454545454545456
24,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png,Alan Kardec,0.0,Atacante,True,Atlético-MG,Cuiabá,0.08695652173913043
26,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png,Alan Kardec,0.0,Atacante,True,Atlético-MG,Coritiba,0.12
28,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png,Alan Kardec,-0.3,Atacante,True,Atlético-MG,Cruzeiro,0.14814814814814814
33,Alan Kardec - Atacante (Atlético-MG)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png,Alan Kardec,6.8,Atacante,True,Atlético-MG,Corinthians,0.15625
1,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,7.9,Meia,True,Internacional,Fortaleza,1.0
2,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,3.7,Meia,True,Internacional,Flamengo,1.0
3,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,-0.3,Meia,True,Internacional,Goiás,1.0
4,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,1.5,Meia,True,Internacional,São Paulo,1.0
5,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,2.0,Meia,True,Internacional,Athlético-PR,1.0
7,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,7.2,Meia,True,Internacional,Grêmio,0.8333333333333334
8,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,1.4,Meia,True,Internacional,Bahia,0.8571428571428571
9,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,2.6,Meia,True,Internacional,Santos,0.875
10,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,2.3,Meia,True,Internacional,Vasco,0.8888888888888888
11,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,2.4,Meia,True,Internacional,Coritiba,0.9
13,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,-1.0,Meia,True,Internacional,Cruzeiro,0.8333333333333334
15,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,-0.1,Meia,True,Internacional,Palmeiras,0.7857142857142857
16,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,0.0,Meia,True,Internacional,Bragantino,0.8
17,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,4.3,Meia,True,Internacional,Cuiabá,0.8125
18,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,2.0,Meia,True,Internacional,Corinthians,0.8235294117647058
19,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,0.9,Meia,True,Internacional,Botafogo,0.8333333333333334
20,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,0.0,Meia,True,Internacional,Fortaleza,0.8421052631578947
21,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,1.4,Meia,True,Internacional,Flamengo,0.85
22,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,3.1,Meia,True,Internacional,Goiás,0.8571428571428571
23,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,8.5,Meia,True,Internacional,São Paulo,0.8636363636363636
24,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,0.5,Meia,True,Internacional,Athlético-PR,0.8695652173913043
25,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,0.0,Meia,True,Internacional,Atlético-MG,0.875
26,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,10.6,Meia,True,Internacional,Grêmio,0.88
27,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,2.5,Meia,True,Internacional,Bahia,0.8846153846153846
28,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,14.9,Meia,True,Internacional,Santos,0.8888888888888888
29,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,6.7,Meia,True,Internacional,Vasco,0.8928571428571429
30,Alan Patrick - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,Alan Patrick,11.7,Meia,True,Internacional,Coritiba,0.896551724137931
