rodada,adv,equipe_contraAvgpontuacao,equipe_contraLastpontuacao,equipe_contraAvgMov5pontuacao,equipe_contraAvgMov10pontuacao,equipe_contraAvgDS,equipe_contraLastDS,equipe_contraAvgMov5DS,equipe_contraAvgMov10DS,equipe_contraAvgFC,equipe_contraLastFC,equipe_contraAvgMov5FC,equipe_contraAvgMov10FC,equipe_contraAvgFF,equipe_contraLastFF,equipe_contraAvgMov5FF,equipe_contraAvgMov10FF,equipe_contraAvgFS,equipe_contraLastFS,equipe_contraAvgMov5FS,equipe_contraAvgMov10FS,equipe_contraAvgCA,equipe_contraLastCA,equipe_contraAvgMov5CA,equipe_contraAvgMov10CA,equipe_contraAvgFD,equipe_contraLastFD,equipe_contraAvgMov5FD,equipe_contraAvgMov10FD,equipe_contraAvgFT,equipe_contraLastFT,equipe_contraAvgMov5FT,equipe_contraAvgMov10FT,equipe_contraAvgG,equipe_contraLastG,equipe_contraAvgMov5G,equipe_contraAvgMov10G,equipe_contraAvgDE,equipe_contraLastDE,equipe_contraAvgMov5DE,equipe_contraAvgMov10DE,equipe_contraAvgGS,equipe_contraLastGS,equipe_contraAvgMov5GS,equipe_contraAvgMov10GS,equipe_contraAvgGC,equipe_contraLastGC,equipe_contraAvgMov5GC,equipe_contraAvgMov10GC,equipe_contraAvgI,equipe_contraLastI,equipe_contraAvgMov5I,equipe_contraAvgMov10I,equipe_contraAvgSG,equipe_contraLastSG,equipe_contraAvgMov5SG,equipe_contraAvgMov10SG,equipe_contraAvgA,equipe_contraLastA,equipe_contraAvgMov5A,equipe_contraAvgMov10A,equipe_contraAvgV,equipe_contraLastV,equipe_contraAvgMov5V,equipe_contraAvgMov10V,equipe_contraAvgPS,equipe_contraLastPS,equipe_contraAvgMov5PS,equipe_contraAvgMov10PS,equipe_contraAvgPC,equipe_contraLastPC,equipe_contraAvgMov5PC,equipe_contraAvgMov10PC,equipe_contraAvgCV,equipe_contraLastCV,equipe_contraAvgMov5CV,equipe_contraAvgMov10CV,equipe_contraAvgDP,equipe_contraLastDP,equipe_contraAvgMov5DP,equipe_contraAvgMov10DP,equipe_contraAvgPP,equipe_contraLastPP,equipe_contraAvgMov5PP,equipe_contraAvgMov10PP
7,Athlético-PR,45.81,48.33,51.19,45.81,13.0,17.0,14.4,13.0,13.67,12.0,12.8,13.67,5.33,3.0,4.6,5.33,13.83,10.0,13.0,13.83,2.5,3.0,2.4,2.5,2.5,1.0,2.6,2.5,0.5,0.0,0.6,0.5,1.17,2.0,1.4,1.17,2.67,4.0,2.8,2.67,1.67,3.0,1.6,1.67,0.0,0.0,0.0,0.0,1.5,1.0,1.6,1.5,0.83,0.0,1.0,0.83,0.5,1.0,0.6,0.5,0.33,0.0,0.4,0.33,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Athlético-PR,53.03,96.35,53.55,53.03,13.71,18.0,15.6,13.71,14.57,20.0,14.2,14.57,5.57,7.0,4.8,5.57,13.57,12.0,11.4,13.57,2.57,3.0,2.4,2.57,2.43,2.0,2.4,2.43,0.43,0.0,0.4,0.43,1.29,2.0,1.4,1.29,3.0,5.0,3.4,3.0,1.43,0.0,1.6,1.43,0.0,0.0,0.0,0.0,1.57,2.0,1.4,1.57,1.57,6.0,1.2,1.57,0.71,2.0,0.8,0.71,0.43,1.0,0.4,0.43,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Athlético-PR,52.32,47.36,52.41,52.32,13.12,9.0,14.4,13.12,14.88,17.0,14.2,14.88,5.5,5.0,4.6,5.5,13.5,13.0,11.8,13.5,2.75,4.0,2.8,2.75,2.38,2.0,2.0,2.38,0.38,0.0,0.4,0.38,1.38,2.0,1.4,1.38,3.0,3.0,3.6,3.0,1.38,1.0,1.6,1.38,0.0,0.0,0.0,0.0,1.5,1.0,1.2,1.5,1.38,0.0,1.2,1.38,0.88,2.0,1.0,0.88,0.5,1.0,0.4,0.5,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Athlético-PR,50.38,34.91,50.56,50.38,13.22,14.0,13.4,13.22,14.56,12.0,14.4,14.56,5.44,5.0,5.0,5.44,13.56,14.0,11.8,13.56,2.67,2.0,2.8,2.67,2.56,4.0,2.2,2.56,0.33,0.0,0.4,0.33,1.22,0.0,1.2,1.22,3.33,6.0,4.2,3.33,1.33,1.0,1.4,1.33,0.0,0.0,0.0,0.0,1.33,0.0,1.2,1.33,1.22,0.0,1.2,1.22,0.78,0.0,1.0,0.78,0.44,0.0,0.4,0.44,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Athlético-PR,49.73,43.85,54.16,49.73,12.7,8.0,13.2,12.7,15.0,19.0,16.0,15.0,5.2,3.0,4.6,5.2,13.0,8.0,11.4,13.0,2.6,2.0,2.8,2.6,3.3,10.0,3.8,3.3,0.4,1.0,0.2,0.4,1.3,2.0,1.6,1.3,3.2,2.0,4.0,3.2,1.4,2.0,1.4,1.4,0.0,0.0,0.0,0.0,1.3,1.0,1.0,1.3,1.1,0.0,1.2,1.1,0.8,1.0,1.2,0.8,0.4,0.0,0.4,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2,0.1
12,Athlético-PR,49.0,41.69,52.83,52.01,12.36,9.0,11.6,13.0,14.91,14.0,16.4,14.6,5.0,3.0,4.6,4.6,12.73,10.0,11.4,12.2,2.64,3.0,2.8,2.6,3.27,3.0,4.2,3.4,0.36,0.0,0.2,0.4,1.36,2.0,1.6,1.5,3.18,3.0,3.8,3.3,1.36,1.0,1.0,1.3,0.0,0.0,0.0,0.0,1.45,3.0,1.4,1.5,1.0,0.0,1.2,1.1,0.82,1.0,1.2,0.9,0.45,1.0,0.6,0.5,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.1
13,Athlético-PR,47.4,29.78,39.52,46.54,12.0,8.0,9.6,12.6,14.5,10.0,14.4,14.3,5.0,5.0,4.2,4.5,13.75,25.0,14.0,12.7,2.58,2.0,2.6,2.5,3.17,2.0,4.2,3.3,0.33,0.0,0.2,0.3,1.25,0.0,1.2,1.3,3.33,5.0,3.8,3.6,1.33,1.0,1.2,1.4,0.0,0.0,0.0,0.0,1.5,2.0,1.4,1.4,0.92,0.0,0.0,0.6,0.75,0.0,0.8,0.8,0.42,0.0,0.4,0.4,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1
14,Athlético-PR,48.02,55.53,41.15,46.78,11.92,11.0,10.0,12.2,14.0,8.0,12.6,13.4,4.85,3.0,3.8,4.2,14.15,19.0,15.2,13.5,2.38,0.0,1.8,2.3,3.15,3.0,4.4,3.2,0.38,1.0,0.4,0.4,1.31,2.0,1.2,1.3,3.46,5.0,4.2,3.9,1.38,2.0,1.4,1.5,0.0,0.0,0.0,0.0,1.69,4.0,2.0,1.6,0.85,0.0,0.0,0.6,0.85,2.0,0.8,0.9,0.38,0.0,0.2,0.3,0.15,1.0,0.2,0.2,0.08,1.0,0.2,0.1,0.08,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.15,1.0,0.4,0.2
15,Athlético-PR,50.74,86.09,51.39,50.97,12.36,18.0,10.8,12.1,13.71,10.0,12.2,13.3,5.21,10.0,4.8,4.9,14.43,18.0,16.0,13.9,2.43,3.0,2.0,2.4,3.29,5.0,4.6,3.4,0.36,0.0,0.4,0.4,1.29,1.0,1.4,1.3,3.36,2.0,3.4,3.8,1.29,0.0,1.2,1.3,0.0,0.0,0.0,0.0,2.0,6.0,3.2,2.2,1.14,5.0,1.0,1.1,0.86,1.0,1.0,1.0,0.43,1.0,0.4,0.4,0.14,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.14,0.0,0.4,0.2
16,Athlético-PR,49.64,34.25,49.47,51.81,12.47,14.0,12.0,12.6,13.4,9.0,10.2,13.1,5.0,2.0,4.6,4.6,14.33,13.0,17.0,14.2,2.33,1.0,1.8,2.3,3.47,6.0,3.8,3.8,0.33,0.0,0.2,0.2,1.2,0.0,1.0,1.3,3.47,5.0,4.0,4.0,1.33,2.0,1.2,1.3,0.0,0.0,0.0,0.0,1.87,0.0,3.0,2.0,1.07,0.0,1.0,1.1,0.8,0.0,0.8,1.0,0.4,0.0,0.4,0.4,0.13,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.2,0.2
17,Athlético-PR,48.33,28.69,46.87,49.85,12.44,12.0,12.6,12.1,13.69,18.0,11.0,13.7,5.44,12.0,6.4,5.5,14.75,21.0,19.2,15.3,2.31,2.0,1.6,2.2,3.38,2.0,3.6,3.9,0.31,0.0,0.2,0.2,1.12,0.0,0.6,1.1,3.25,0.0,3.4,3.6,1.38,2.0,1.4,1.2,0.0,0.0,0.0,0.0,1.88,2.0,2.8,2.1,1.0,0.0,1.0,1.1,0.75,0.0,0.6,0.9,0.38,0.0,0.2,0.4,0.12,0.0,0.2,0.1,0.12,1.0,0.4,0.2,0.06,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.2
18,Athlético-PR,49.73,72.11,55.33,47.43,12.76,18.0,14.6,12.1,14.18,22.0,13.4,13.9,5.47,6.0,6.6,5.4,14.71,14.0,17.0,15.5,2.41,4.0,2.0,2.3,3.29,2.0,3.6,3.9,0.35,1.0,0.4,0.3,1.24,3.0,1.2,1.2,3.24,3.0,3.0,3.4,1.47,3.0,1.8,1.5,0.0,0.0,0.0,0.0,1.82,1.0,2.6,2.0,0.94,0.0,1.0,0.5,0.88,3.0,1.2,1.0,0.35,0.0,0.2,0.3,0.12,0.0,0.2,0.1,0.18,1.0,0.6,0.3,0.06,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.2
20,Athlético-PR,48.5,27.49,49.73,45.44,12.56,9.0,14.2,12.1,14.44,19.0,15.6,14.1,5.28,2.0,6.4,5.1,15.28,25.0,18.2,16.7,2.44,3.0,2.6,2.2,3.17,1.0,3.2,3.8,0.33,0.0,0.2,0.3,1.22,1.0,1.0,1.1,3.11,1.0,2.2,3.2,1.44,1.0,1.6,1.5,0.0,0.0,0.0,0.0,1.83,2.0,2.2,2.1,0.89,0.0,1.0,0.5,0.83,0.0,0.8,0.8,0.33,0.0,0.2,0.2,0.11,0.0,0.0,0.1,0.17,0.0,0.4,0.3,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.2
21,Athlético-PR,48.21,43.09,41.13,46.26,12.53,12.0,13.0,11.9,14.47,15.0,16.6,14.4,5.42,8.0,6.0,5.4,15.21,14.0,17.4,16.7,2.42,2.0,2.4,2.2,3.11,2.0,2.6,3.6,0.32,0.0,0.2,0.3,1.21,1.0,1.0,1.2,3.16,4.0,2.6,3.0,1.42,1.0,1.8,1.5,0.0,0.0,0.0,0.0,1.84,2.0,1.4,2.3,0.84,0.0,0.0,0.5,0.84,1.0,0.8,0.9,0.32,0.0,0.0,0.2,0.11,0.0,0.0,0.1,0.16,0.0,0.4,0.3,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.2
22,Athlético-PR,48.35,50.95,44.47,46.97,12.3,8.0,11.8,11.9,14.5,15.0,17.8,14.0,5.45,6.0,6.8,5.7,14.85,8.0,16.4,16.7,2.45,3.0,2.8,2.3,3.25,6.0,2.6,3.2,0.35,1.0,0.4,0.3,1.25,2.0,1.4,1.2,3.1,2.0,2.0,3.0,1.45,2.0,1.8,1.5,0.0,0.0,0.0,0.0,1.95,4.0,2.2,2.6,0.8,0.0,0.0,0.5,0.9,2.0,1.2,1.0,0.3,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.15,0.0,0.4,0.3,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
23,Athlético-PR,48.21,45.38,47.8,47.34,12.38,14.0,12.2,12.4,14.43,13.0,16.8,13.9,5.29,2.0,4.8,5.6,14.71,12.0,14.6,16.9,2.48,3.0,3.0,2.3,3.38,6.0,3.4,3.5,0.33,0.0,0.4,0.3,1.24,1.0,1.6,1.1,3.19,5.0,3.0,3.2,1.43,1.0,1.6,1.5,0.0,0.0,0.0,0.0,1.9,1.0,2.0,2.4,0.76,0.0,0.0,0.5,0.9,1.0,1.4,1.0,0.29,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.14,0.0,0.2,0.3,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
24,Athlético-PR,47.38,30.0,39.38,47.36,12.45,14.0,11.4,13.0,14.27,11.0,14.6,14.0,5.18,3.0,4.2,5.4,14.86,18.0,15.4,16.2,2.45,2.0,2.6,2.3,3.45,5.0,4.0,3.8,0.32,0.0,0.2,0.3,1.18,0.0,1.0,1.1,3.32,6.0,3.6,3.3,1.5,3.0,1.6,1.7,0.0,0.0,0.0,0.0,2.0,4.0,2.6,2.6,0.73,0.0,0.0,0.5,0.86,0.0,0.8,1.0,0.27,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.18,1.0,0.2,0.4,0.09,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1
25,Athlético-PR,47.31,45.82,43.05,46.39,12.74,19.0,13.4,13.8,14.39,17.0,14.2,14.9,5.22,6.0,5.0,5.7,14.74,12.0,12.8,15.5,2.57,5.0,3.0,2.8,3.43,3.0,4.4,3.8,0.3,0.0,0.2,0.2,1.17,1.0,1.0,1.0,3.35,4.0,4.2,3.2,1.52,2.0,1.8,1.7,0.0,0.0,0.0,0.0,1.96,1.0,2.4,2.3,0.7,0.0,0.0,0.5,0.87,1.0,1.0,0.9,0.26,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.17,0.0,0.2,0.3,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
26,Athlético-PR,49.78,106.49,55.73,48.43,13.29,26.0,16.2,14.6,14.67,21.0,15.4,16.0,5.12,3.0,4.0,5.0,14.58,11.0,12.2,14.8,2.54,2.0,3.0,2.7,3.33,1.0,4.2,3.4,0.33,1.0,0.4,0.3,1.21,2.0,1.2,1.1,3.46,6.0,4.6,3.6,1.46,0.0,1.6,1.7,0.0,0.0,0.0,0.0,2.0,3.0,2.6,2.0,0.96,7.0,1.4,0.7,0.88,1.0,1.0,0.9,0.29,1.0,0.2,0.1,0.08,0.0,0.0,0.0,0.17,0.0,0.2,0.3,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
27,Athlético-PR,49.14,33.71,52.28,48.37,13.04,7.0,16.0,13.9,14.68,15.0,15.4,16.6,5.2,7.0,4.2,5.5,14.56,14.0,13.4,14.9,2.6,4.0,3.2,3.0,3.28,2.0,3.4,3.0,0.32,0.0,0.2,0.3,1.2,1.0,1.0,1.2,3.48,4.0,5.0,3.5,1.44,1.0,1.4,1.6,0.0,0.0,0.0,0.0,1.92,0.0,1.8,2.0,0.92,0.0,1.4,0.7,0.88,1.0,0.8,1.0,0.28,0.0,0.2,0.1,0.08,0.0,0.0,0.0,0.16,0.0,0.2,0.3,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
28,Athlético-PR,48.74,38.84,50.97,49.39,13.0,12.0,15.6,13.9,14.46,9.0,14.6,15.7,5.15,4.0,4.6,4.7,14.46,12.0,13.4,14.0,2.58,2.0,3.0,3.0,3.31,4.0,3.0,3.2,0.31,0.0,0.2,0.3,1.19,1.0,1.0,1.3,3.5,4.0,4.8,3.9,1.46,2.0,1.6,1.6,0.0,0.0,0.0,0.0,1.88,1.0,1.8,1.9,0.88,0.0,1.4,0.7,0.88,1.0,0.8,1.1,0.27,0.0,0.2,0.1,0.08,0.0,0.0,0.0,0.15,0.0,0.2,0.2,0.12,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
29,Athlético-PR,48.4,39.49,52.87,46.13,13.0,13.0,15.4,13.4,14.33,11.0,14.6,14.6,5.11,4.0,4.8,4.5,14.37,12.0,12.2,13.8,2.56,2.0,3.0,2.8,3.33,4.0,2.8,3.4,0.3,0.0,0.2,0.2,1.19,1.0,1.2,1.1,3.37,0.0,3.6,3.6,1.44,1.0,1.2,1.4,0.0,0.0,0.0,0.0,1.85,1.0,1.2,1.9,0.85,0.0,1.4,0.7,0.89,1.0,1.0,0.9,0.26,0.0,0.2,0.1,0.07,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.11,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
30,Athlético-PR,48.09,39.82,51.67,47.36,12.71,5.0,12.6,13.0,14.29,13.0,13.8,14.0,5.0,2.0,4.0,4.5,14.36,14.0,12.6,12.7,2.5,1.0,2.2,2.6,3.36,4.0,3.0,3.7,0.29,0.0,0.2,0.2,1.21,2.0,1.4,1.2,3.39,4.0,3.6,3.9,1.5,3.0,1.4,1.6,0.0,0.0,0.0,0.0,1.79,0.0,1.0,1.7,0.82,0.0,1.4,0.7,0.89,1.0,1.0,1.0,0.25,0.0,0.2,0.1,0.07,0.0,0.0,0.0,0.14,0.0,0.0,0.1,0.11,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
31,Athlético-PR,47.64,34.91,37.35,46.54,12.76,14.0,10.2,13.2,14.21,12.0,12.0,13.7,4.9,2.0,3.8,3.9,14.28,12.0,12.8,12.5,2.59,5.0,2.8,2.9,3.28,1.0,3.0,3.6,0.28,0.0,0.0,0.2,1.21,1.0,1.2,1.2,3.38,3.0,3.0,3.8,1.48,1.0,1.6,1.6,0.0,0.0,0.0,0.0,1.72,0.0,0.4,1.5,0.79,0.0,0.0,0.7,0.9,1.0,1.0,1.0,0.24,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.14,0.0,0.0,0.1,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
32,Athlético-PR,48.92,86.2,47.85,50.07,13.07,22.0,13.2,14.6,13.87,4.0,9.8,12.6,4.9,5.0,3.4,3.8,14.17,11.0,12.2,12.8,2.53,1.0,2.2,2.7,3.27,3.0,3.2,3.3,0.27,0.0,0.0,0.1,1.2,1.0,1.2,1.1,3.37,3.0,2.8,3.9,1.43,0.0,1.4,1.4,0.0,0.0,0.0,0.0,1.73,2.0,0.8,1.3,0.97,6.0,1.2,1.3,0.87,0.0,0.8,0.8,0.27,1.0,0.2,0.2,0.07,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
33,Athlético-PR,50.22,89.15,57.91,54.44,13.29,20.0,14.8,15.2,13.97,17.0,11.4,13.0,4.97,7.0,4.0,4.3,14.26,17.0,13.2,13.3,2.55,3.0,2.4,2.7,3.32,5.0,3.4,3.2,0.26,0.0,0.0,0.1,1.19,1.0,1.2,1.1,3.32,2.0,2.4,3.6,1.39,0.0,1.0,1.3,0.0,0.0,0.0,0.0,1.74,2.0,1.0,1.4,1.13,6.0,2.4,1.9,0.87,1.0,0.8,0.8,0.29,1.0,0.4,0.3,0.06,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
1,Atlético-MG,61.55,61.55,61.55,61.55,16.0,16.0,16.0,16.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Atlético-MG,61.55,61.55,61.55,61.55,16.0,16.0,16.0,16.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Atlético-MG,68.68,75.82,68.68,68.68,18.5,21.0,18.5,18.5,10.5,11.0,10.5,10.5,2.5,4.0,2.5,2.5,17.5,20.0,17.5,17.5,4.0,3.0,4.0,4.0,1.5,2.0,1.5,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.5,5.0,7.5,7.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,6.0,3.0,3.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Atlético-MG,55.94,30.45,55.94,55.94,15.0,8.0,15.0,15.0,10.67,11.0,10.67,10.67,2.33,2.0,2.33,2.33,17.0,16.0,17.0,17.0,3.33,2.0,3.33,3.33,1.67,2.0,1.67,1.67,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.33,4.0,6.33,6.33,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.67,3.0,1.67,1.67,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Atlético-MG,65.25,93.18,65.25,65.25,16.5,21.0,16.5,16.5,11.25,13.0,11.25,11.25,4.0,9.0,4.0,4.0,14.75,8.0,14.75,14.75,2.75,1.0,2.75,2.75,2.5,5.0,2.5,2.5,0.0,0.0,0.0,0.0,1.25,2.0,1.25,1.25,5.0,1.0,5.0,5.0,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,2.75,5.0,2.75,2.75,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Atlético-MG,58.44,31.2,58.44,58.44,16.6,17.0,16.6,16.6,11.2,11.0,11.2,11.2,4.4,6.0,4.4,4.4,15.2,17.0,15.2,15.2,2.4,1.0,2.4,2.4,2.2,1.0,2.2,2.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.6,3.0,4.6,4.6,1.4,4.0,1.4,1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.2,0.0,2.2,2.2,0.8,0.0,0.8,0.8,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Atlético-MG,54.92,37.31,53.59,54.92,17.33,21.0,17.6,17.33,10.67,8.0,10.8,10.67,3.83,1.0,4.4,3.83,14.67,12.0,14.6,14.67,2.5,3.0,2.0,2.5,2.5,4.0,2.8,2.5,0.17,1.0,0.2,0.17,0.83,0.0,0.6,0.83,4.17,2.0,3.0,4.17,1.5,2.0,1.6,1.5,0.0,0.0,0.0,0.0,1.17,2.0,1.0,1.17,1.83,0.0,2.2,1.83,0.67,0.0,0.4,0.67,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Atlético-MG,52.4,37.31,45.89,52.4,17.29,17.0,16.8,17.29,11.86,19.0,12.4,11.86,4.0,5.0,4.6,4.0,14.86,16.0,13.8,14.86,2.57,3.0,2.0,2.57,2.57,3.0,3.0,2.57,0.14,0.0,0.2,0.14,0.86,1.0,0.8,0.86,4.29,5.0,3.0,4.29,1.57,2.0,2.0,1.57,0.0,0.0,0.0,0.0,1.14,1.0,1.2,1.14,1.57,0.0,1.0,1.57,0.57,0.0,0.4,0.57,0.29,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.29,1.0,0.4,0.29,0.29,1.0,0.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Atlético-MG,51.87,48.11,49.42,51.87,17.12,16.0,18.4,17.12,12.25,15.0,13.2,12.25,4.12,5.0,5.2,4.12,16.12,25.0,15.6,16.12,2.62,3.0,2.2,2.62,2.38,1.0,2.8,2.38,0.12,0.0,0.2,0.12,0.88,1.0,0.8,0.88,4.12,3.0,2.8,4.12,1.5,1.0,1.8,1.5,0.0,0.0,0.0,0.0,1.38,3.0,1.2,1.38,1.38,0.0,1.0,1.38,0.62,1.0,0.4,0.62,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.25,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Atlético-MG,49.26,28.4,36.47,49.26,16.22,9.0,16.0,16.22,13.0,19.0,14.4,13.0,4.67,9.0,5.2,4.67,16.56,20.0,18.0,16.56,2.78,4.0,2.8,2.78,2.78,6.0,3.0,2.78,0.11,0.0,0.2,0.11,0.78,0.0,0.4,0.78,3.89,2.0,3.0,3.89,1.44,1.0,2.0,1.44,0.0,0.0,0.0,0.0,1.56,3.0,1.8,1.56,1.22,0.0,0.0,1.22,0.56,0.0,0.2,0.56,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.4,0.22,0.22,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Atlético-MG,48.39,40.58,38.34,48.39,16.4,18.0,16.2,16.4,13.1,14.0,15.0,13.1,4.2,0.0,4.0,4.2,15.6,7.0,16.0,15.6,2.8,3.0,3.2,2.8,2.7,2.0,3.2,2.7,0.1,0.0,0.2,0.1,0.8,1.0,0.6,0.8,4.0,5.0,3.4,4.0,1.4,1.0,1.4,1.4,0.0,0.0,0.0,0.0,1.5,1.0,2.0,1.5,1.1,0.0,0.0,1.1,0.6,1.0,0.4,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
