rodada,equipe,equipe_proAvgpontuacao,equipe_proLastpontuacao,equipe_proAvgMov5pontuacao,equipe_proAvgMov10pontuacao,equipe_proAvgDS,equipe_proLastDS,equipe_proAvgMov5DS,equipe_proAvgMov10DS,equipe_proAvgFC,equipe_proLastFC,equipe_proAvgMov5FC,equipe_proAvgMov10FC,equipe_proAvgFF,equipe_proLastFF,equipe_proAvgMov5FF,equipe_proAvgMov10FF,equipe_proAvgFS,equipe_proLastFS,equipe_proAvgMov5FS,equipe_proAvgMov10FS,equipe_proAvgCA,equipe_proLastCA,equipe_proAvgMov5CA,equipe_proAvgMov10CA,equipe_proAvgFD,equipe_proLastFD,equipe_proAvgMov5FD,equipe_proAvgMov10FD,equipe_proAvgFT,equipe_proLastFT,equipe_proAvgMov5FT,equipe_proAvgMov10FT,equipe_proAvgG,equipe_proLastG,equipe_proAvgMov5G,equipe_proAvgMov10G,equipe_proAvgDE,equipe_proLastDE,equipe_proAvgMov5DE,equipe_proAvgMov10DE,equipe_proAvgGS,equipe_proLastGS,equipe_proAvgMov5GS,equipe_proAvgMov10GS,equipe_proAvgGC,equipe_proLastGC,equipe_proAvgMov5GC,equipe_proAvgMov10GC,equipe_proAvgI,equipe_proLastI,equipe_proAvgMov5I,equipe_proAvgMov10I,equipe_proAvgSG,equipe_proLastSG,equipe_proAvgMov5SG,equipe_proAvgMov10SG,equipe_proAvgA,equipe_proLastA,equipe_proAvgMov5A,equipe_proAvgMov10A,equipe_proAvgV,equipe_proLastV,equipe_proAvgMov5V,equipe_proAvgMov10V,equipe_proAvgPS,equipe_proLastPS,equipe_proAvgMov5PS,equipe_proAvgMov10PS,equipe_proAvgPC,equipe_proLastPC,equipe_proAvgMov5PC,equipe_proAvgMov10PC,equipe_proAvgCV,equipe_proLastCV,equipe_proAvgMov5CV,equipe_proAvgMov10CV,equipe_proAvgDP,equipe_proLastDP,equipe_proAvgMov5DP,equipe_proAvgMov10DP,equipe_proAvgPP,equipe_proLastPP,equipe_proAvgMov5PP,equipe_proAvgMov10PP
22,América-MG,42.72,52.11,40.29,42.91,13.7,15.0,15.8,16.2,15.7,20.0,15.0,16.2,5.05,3.0,4.2,5.1,11.45,9.0,11.4,11.2,2.45,5.0,2.2,2.2,3.15,2.0,3.2,2.9,0.6,0.0,0.0,0.3,1.1,2.0,1.0,1.1,3.7,3.0,2.8,3.5,2.25,1.0,2.4,2.3,0.1,0.0,0.0,0.1,1.9,2.0,1.6,1.6,0.25,0.0,0.0,0.0,0.75,2.0,0.8,0.8,0.15,1.0,0.2,0.1,0.05,0.0,0.0,0.0,0.15,1.0,0.2,0.2,0.25,1.0,0.6,0.4,0.1,1.0,0.2,0.1,0.05,0.0,0.0,0.0
23,América-MG,45.49,100.93,53.5,48.62,14.0,20.0,17.2,16.3,15.62,14.0,15.2,16.5,5.0,4.0,4.2,5.3,11.67,16.0,12.6,11.8,2.38,1.0,2.0,2.2,3.24,5.0,3.0,3.3,0.62,1.0,0.2,0.3,1.14,2.0,1.2,1.2,3.62,2.0,2.6,3.0,2.14,0.0,1.6,2.0,0.1,0.0,0.0,0.0,2.0,4.0,2.2,1.9,0.48,5.0,1.0,0.5,0.81,2.0,1.2,0.9,0.19,1.0,0.4,0.2,0.05,0.0,0.0,0.0,0.14,0.0,0.2,0.2,0.24,0.0,0.6,0.3,0.1,0.0,0.2,0.1,0.05,0.0,0.0,0.0
25,América-MG,45.1,36.98,52.45,48.76,13.82,10.0,15.6,15.6,15.68,17.0,14.8,15.7,4.91,3.0,4.6,5.2,11.64,11.0,11.0,12.3,2.45,4.0,2.2,2.5,3.14,1.0,2.4,3.1,0.59,0.0,0.2,0.3,1.18,2.0,1.4,1.3,3.77,7.0,3.2,3.7,2.14,2.0,1.4,2.0,0.09,0.0,0.0,0.0,1.95,1.0,1.8,2.0,0.45,0.0,1.0,0.5,0.82,1.0,1.2,0.9,0.18,0.0,0.4,0.2,0.05,0.0,0.0,0.0,0.18,1.0,0.4,0.3,0.27,1.0,0.6,0.4,0.09,0.0,0.2,0.1,0.05,0.0,0.0,0.0
26,América-MG,45.44,52.8,56.42,47.44,13.96,17.0,15.2,15.6,15.43,10.0,14.4,14.8,5.04,8.0,5.0,4.9,11.78,15.0,11.6,12.3,2.48,3.0,2.8,2.6,3.26,6.0,3.2,3.3,0.57,0.0,0.2,0.3,1.17,1.0,1.6,1.2,3.65,1.0,3.0,3.5,2.09,1.0,1.4,1.9,0.09,0.0,0.0,0.0,1.91,1.0,1.6,1.8,0.43,0.0,1.0,0.5,0.83,1.0,1.4,0.8,0.17,0.0,0.4,0.2,0.04,0.0,0.0,0.0,0.17,0.0,0.4,0.3,0.26,0.0,0.4,0.4,0.09,0.0,0.2,0.1,0.04,0.0,0.0,0.0
27,América-MG,45.3,42.22,57.01,47.7,13.83,11.0,14.6,15.2,15.29,12.0,14.6,14.1,5.12,7.0,5.0,4.9,11.67,9.0,12.0,11.6,2.42,1.0,2.8,2.4,3.17,1.0,3.0,3.2,0.54,0.0,0.2,0.2,1.21,2.0,1.8,1.3,3.54,1.0,2.8,3.2,2.12,3.0,1.4,1.9,0.08,0.0,0.0,0.0,1.92,2.0,2.0,2.0,0.42,0.0,1.0,0.5,0.83,1.0,1.4,0.9,0.17,0.0,0.4,0.2,0.04,0.0,0.0,0.0,0.17,0.0,0.4,0.2,0.25,0.0,0.4,0.4,0.08,0.0,0.2,0.1,0.04,0.0,0.0,0.0
28,América-MG,45.76,56.84,57.95,49.12,13.76,12.0,14.0,14.9,14.88,5.0,11.6,13.3,5.48,14.0,7.2,5.7,11.76,14.0,13.0,12.2,2.36,1.0,2.0,2.1,3.32,7.0,4.0,3.6,0.56,1.0,0.4,0.2,1.2,1.0,1.6,1.3,3.4,0.0,2.2,2.5,2.12,2.0,1.6,2.0,0.08,0.0,0.0,0.0,2.0,4.0,2.4,2.0,0.4,0.0,1.0,0.5,0.84,1.0,1.2,1.0,0.16,0.0,0.2,0.2,0.04,0.0,0.0,0.0,0.16,0.0,0.2,0.2,0.24,0.0,0.2,0.4,0.08,0.0,0.0,0.1,0.04,0.0,0.0,0.0
29,América-MG,45.98,51.4,48.05,50.77,13.88,17.0,13.4,15.3,14.81,13.0,11.4,13.3,5.54,7.0,7.8,6.0,11.88,15.0,12.8,12.7,2.35,2.0,2.2,2.1,3.31,3.0,3.6,3.3,0.54,0.0,0.2,0.2,1.19,1.0,1.4,1.3,3.42,4.0,2.6,2.6,2.08,1.0,1.8,1.7,0.08,0.0,0.0,0.0,1.92,0.0,1.6,1.9,0.38,0.0,0.0,0.5,0.85,1.0,1.0,1.1,0.15,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.15,0.0,0.2,0.2,0.23,0.0,0.2,0.4,0.08,0.0,0.0,0.1,0.04,0.0,0.0,0.0
30,América-MG,45.75,39.82,48.62,50.53,13.56,5.0,12.4,14.0,14.74,13.0,10.6,12.7,5.41,2.0,7.6,6.1,11.96,14.0,13.4,12.2,2.3,1.0,1.6,1.9,3.33,4.0,4.2,3.3,0.52,0.0,0.2,0.2,1.22,2.0,1.4,1.4,3.44,4.0,2.0,2.6,2.11,3.0,2.0,1.7,0.07,0.0,0.0,0.0,1.85,0.0,1.4,1.6,0.37,0.0,0.0,0.5,0.85,1.0,1.0,1.1,0.15,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.15,0.0,0.0,0.2,0.22,0.0,0.0,0.3,0.07,0.0,0.0,0.1,0.04,0.0,0.0,0.0
31,América-MG,46.85,76.36,53.33,54.87,13.61,15.0,12.0,13.6,14.57,10.0,10.6,12.5,5.57,10.0,8.0,6.5,11.71,5.0,11.4,11.5,2.21,0.0,1.0,1.9,3.32,3.0,3.6,3.4,0.5,0.0,0.2,0.2,1.29,3.0,1.8,1.7,3.57,7.0,3.2,3.1,2.18,4.0,2.6,2.0,0.07,0.0,0.0,0.0,1.82,1.0,1.4,1.5,0.36,0.0,0.0,0.5,0.93,3.0,1.4,1.4,0.14,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.18,1.0,0.2,0.3,0.21,0.0,0.0,0.2,0.07,0.0,0.0,0.1,0.04,0.0,0.0,0.0
32,América-MG,46.44,35.13,51.91,54.46,13.55,12.0,12.2,13.4,14.55,14.0,11.0,12.8,5.59,6.0,7.8,6.4,11.79,14.0,12.4,12.2,2.21,2.0,1.2,2.0,3.28,2.0,3.8,3.4,0.48,0.0,0.2,0.2,1.28,1.0,1.6,1.7,3.55,3.0,3.6,3.2,2.14,1.0,2.2,1.8,0.07,0.0,0.0,0.0,1.83,2.0,1.4,1.7,0.34,0.0,0.0,0.5,0.9,0.0,1.2,1.3,0.14,0.0,0.0,0.2,0.03,0.0,0.0,0.0,0.17,0.0,0.2,0.3,0.21,0.0,0.0,0.2,0.07,0.0,0.0,0.1,0.03,0.0,0.0,0.0
33,América-MG,46.33,43.09,49.16,53.56,13.63,16.0,13.0,13.5,14.43,11.0,12.2,11.9,5.57,5.0,6.0,6.6,12.0,18.0,13.2,13.1,2.17,1.0,1.2,1.6,3.27,3.0,3.0,3.5,0.47,0.0,0.0,0.2,1.27,1.0,1.6,1.6,3.57,4.0,4.4,3.3,2.1,1.0,2.0,1.8,0.07,0.0,0.0,0.0,1.77,0.0,0.6,1.5,0.33,0.0,0.0,0.5,0.87,0.0,1.0,1.1,0.13,0.0,0.0,0.1,0.03,0.0,0.0,0.0,0.17,0.0,0.2,0.2,0.23,1.0,0.2,0.2,0.07,0.0,0.0,0.0,0.03,0.0,0.0,0.0
1,Athlético-PR,79.87,79.87,79.87,79.87,11.0,11.0,11.0,11.0,18.0,18.0,18.0,18.0,4.0,4.0,4.0,4.0,16.0,16.0,16.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Athlético-PR,79.87,79.87,79.87,79.87,11.0,11.0,11.0,11.0,18.0,18.0,18.0,18.0,4.0,4.0,4.0,4.0,16.0,16.0,16.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Athlético-PR,54.22,28.58,54.22,54.22,13.5,16.0,13.5,13.5,18.0,18.0,18.0,18.0,5.5,7.0,5.5,5.5,13.5,11.0,13.5,13.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.5,3.0,2.5,2.5,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.5,0.0,2.5,2.5,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Athlético-PR,46.3,30.45,46.3,46.3,11.67,8.0,11.67,11.67,15.67,11.0,15.67,15.67,4.33,2.0,4.33,4.33,14.33,16.0,14.33,14.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.33,2.0,1.33,1.33,0.0,0.0,0.0,0.0,1.67,3.0,1.67,1.67,1.67,0.0,1.67,1.67,1.0,1.0,1.0,1.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Athlético-PR,47.93,52.82,47.93,47.93,13.0,17.0,13.0,13.0,15.25,14.0,15.25,15.25,4.0,3.0,4.0,4.0,13.0,9.0,13.0,13.0,2.0,2.0,2.0,2.0,2.25,3.0,2.25,2.25,0.0,0.0,0.0,0.0,1.25,2.0,1.25,1.25,3.25,4.0,3.25,3.25,1.25,1.0,1.25,1.25,0.0,0.0,0.0,0.0,1.75,2.0,1.75,1.75,1.25,0.0,1.25,1.25,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,1.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Athlético-PR,55.87,87.62,55.87,55.87,13.2,14.0,13.2,13.2,14.2,10.0,14.2,14.2,4.0,4.0,4.0,4.0,12.4,10.0,12.4,12.4,2.4,4.0,2.4,2.4,2.4,3.0,2.4,2.4,0.0,0.0,0.0,0.0,1.4,2.0,1.4,1.4,3.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,2.0,1.8,1.8,2.2,6.0,2.2,2.2,1.2,2.0,1.2,1.2,0.6,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Athlético-PR,60.74,85.11,56.92,60.74,13.5,15.0,14.0,13.5,13.5,10.0,12.6,13.5,5.5,13.0,5.8,5.5,12.33,12.0,11.6,12.33,2.5,3.0,2.6,2.5,2.67,4.0,2.8,2.67,0.33,2.0,0.4,0.33,1.67,3.0,1.6,1.67,2.67,1.0,2.8,2.67,1.17,2.0,1.4,1.17,0.0,0.0,0.0,0.0,1.67,1.0,1.8,1.67,1.83,0.0,1.2,1.83,1.5,3.0,1.4,1.5,0.67,1.0,0.6,0.67,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Athlético-PR,56.16,28.69,56.94,56.16,12.86,9.0,12.6,12.86,13.29,12.0,11.4,13.29,5.86,8.0,6.0,5.86,13.43,20.0,13.4,13.43,2.57,3.0,2.8,2.57,3.0,5.0,3.4,3.0,0.29,0.0,0.4,0.29,1.43,0.0,1.6,1.43,2.57,2.0,2.6,2.57,1.29,2.0,1.4,1.29,0.0,0.0,0.0,0.0,1.86,3.0,2.2,1.86,1.57,0.0,1.2,1.57,1.29,0.0,1.4,1.29,0.57,0.0,0.6,0.57,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Athlético-PR,54.98,46.69,60.19,54.98,13.0,14.0,13.8,13.0,13.38,14.0,12.0,13.38,6.25,9.0,7.4,6.25,13.88,17.0,13.6,13.88,2.5,2.0,2.8,2.5,3.0,3.0,3.6,3.0,0.25,0.0,0.4,0.25,1.38,1.0,1.6,1.38,2.5,2.0,2.2,2.5,1.38,2.0,1.4,1.38,0.0,0.0,0.0,0.0,1.75,1.0,1.8,1.75,1.38,0.0,1.2,1.38,1.25,1.0,1.4,1.25,0.5,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Athlético-PR,58.86,89.91,67.6,58.86,13.78,20.0,14.4,13.78,13.56,15.0,12.2,13.56,6.33,7.0,8.2,6.33,13.56,11.0,14.0,13.56,2.56,3.0,3.0,2.56,3.33,6.0,4.2,3.33,0.22,0.0,0.4,0.22,1.33,1.0,1.4,1.33,2.67,4.0,2.2,2.67,1.22,0.0,1.2,1.22,0.0,0.0,0.0,0.0,1.89,3.0,2.0,1.89,1.89,6.0,2.4,1.89,1.22,1.0,1.4,1.22,0.56,1.0,0.6,0.56,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Athlético-PR,59.62,66.44,63.37,59.62,13.6,12.0,14.0,13.6,13.1,9.0,12.0,13.1,6.0,3.0,8.0,6.0,14.1,19.0,15.8,14.1,2.7,4.0,3.0,2.7,3.2,2.0,4.0,3.2,0.2,0.0,0.4,0.2,1.4,2.0,1.4,1.4,3.3,9.0,3.6,3.3,1.3,2.0,1.6,1.3,0.0,0.0,0.0,0.0,1.8,1.0,1.8,1.8,1.7,0.0,1.2,1.7,1.3,2.0,1.4,1.3,0.5,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1,1.0,0.2,0.1,0.0,0.0,0.0,0.0
12,Athlético-PR,58.85,51.16,56.58,56.75,13.82,16.0,14.2,14.1,12.91,11.0,12.2,12.4,6.09,7.0,6.8,6.3,14.09,14.0,16.2,13.9,2.64,2.0,2.8,2.7,3.18,3.0,3.8,3.3,0.27,1.0,0.2,0.3,1.36,1.0,1.0,1.3,3.27,3.0,4.0,3.4,1.36,2.0,1.6,1.5,0.0,0.0,0.0,0.0,1.82,2.0,2.0,1.9,1.55,0.0,1.2,1.2,1.27,1.0,1.0,1.2,0.45,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.2,0.09,0.0,0.0,0.1,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0
13,Athlético-PR,61.28,87.96,68.43,62.68,14.17,18.0,16.0,14.3,13.92,25.0,14.8,13.1,6.08,6.0,6.4,6.2,13.75,10.0,14.2,13.8,2.75,4.0,3.0,2.9,3.33,5.0,3.8,3.6,0.5,3.0,0.8,0.6,1.33,1.0,1.2,1.4,3.17,2.0,4.0,3.3,1.25,0.0,1.2,1.3,0.0,0.0,0.0,0.0,1.75,1.0,1.6,1.9,1.92,6.0,2.4,1.8,1.25,1.0,1.2,1.3,0.5,1.0,0.4,0.5,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.2,0.08,0.0,0.0,0.1,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0
14,Athlético-PR,61.4,62.84,71.66,65.92,14.15,14.0,16.0,14.9,14.31,19.0,15.8,13.9,6.92,17.0,8.0,7.7,13.31,8.0,12.4,13.0,2.85,4.0,3.4,3.1,3.46,5.0,4.2,3.9,0.46,0.0,0.8,0.6,1.38,2.0,1.4,1.5,3.08,2.0,4.0,3.1,1.31,2.0,1.2,1.3,0.0,0.0,0.0,0.0,1.69,1.0,1.6,1.7,1.77,0.0,2.4,1.8,1.23,1.0,1.2,1.3,0.46,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.23,1.0,0.4,0.3,0.08,0.0,0.0,0.0,0.15,1.0,0.4,0.2,0.0,0.0,0.0,0.0
15,Athlético-PR,58.57,21.82,58.04,62.82,14.0,12.0,14.4,14.4,14.57,18.0,16.4,14.3,6.86,6.0,7.8,8.0,12.93,8.0,11.8,12.9,2.86,3.0,3.4,3.2,3.29,1.0,3.2,3.7,0.43,0.0,0.8,0.6,1.29,0.0,1.2,1.3,3.21,5.0,4.2,3.2,1.29,1.0,1.4,1.3,0.0,0.0,0.0,0.0,1.57,0.0,1.0,1.5,1.64,0.0,1.2,1.8,1.14,0.0,1.0,1.2,0.43,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.21,0.0,0.4,0.2,0.07,0.0,0.0,0.0,0.14,0.0,0.4,0.2,0.0,0.0,0.0,0.0
16,Athlético-PR,61.35,100.27,64.81,64.09,14.2,17.0,15.4,14.7,14.53,14.0,17.4,14.7,6.8,6.0,8.4,8.2,12.67,9.0,9.8,12.8,2.8,2.0,3.0,3.0,3.4,5.0,3.8,3.9,0.4,0.0,0.8,0.6,1.33,2.0,1.2,1.3,3.4,6.0,3.6,3.6,1.2,0.0,1.0,1.3,0.0,0.0,0.0,0.0,1.8,5.0,1.8,1.8,1.93,6.0,2.4,1.8,1.2,2.0,1.0,1.2,0.47,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.07,0.0,0.0,0.0,0.13,0.0,0.2,0.2,0.0,0.0,0.0,0.0
17,Athlético-PR,62.5,79.76,70.53,63.55,14.19,14.0,15.0,14.6,14.94,21.0,19.4,15.8,6.75,6.0,8.2,7.5,13.0,18.0,10.6,13.4,2.81,3.0,3.2,3.0,3.19,0.0,3.2,3.5,0.38,0.0,0.6,0.4,1.38,2.0,1.4,1.2,3.31,2.0,3.4,3.7,1.12,0.0,0.6,1.1,0.0,0.0,0.0,0.0,1.75,1.0,1.6,1.8,2.19,6.0,3.6,2.4,1.19,1.0,1.0,1.0,0.5,1.0,0.6,0.4,0.06,1.0,0.2,0.1,0.19,0.0,0.2,0.2,0.12,1.0,0.2,0.1,0.12,0.0,0.2,0.2,0.0,0.0,0.0,0.0
18,Athlético-PR,62.92,69.6,66.86,67.65,14.24,15.0,14.4,15.2,14.94,15.0,17.4,16.1,6.71,6.0,8.2,7.3,13.53,22.0,13.0,13.6,2.71,1.0,2.6,2.8,3.18,3.0,2.8,3.3,0.41,1.0,0.2,0.5,1.47,3.0,1.8,1.5,3.24,2.0,3.4,3.7,1.24,3.0,1.2,1.2,0.0,0.0,0.0,0.0,1.71,1.0,1.6,1.6,2.06,0.0,2.4,2.4,1.18,1.0,1.0,1.1,0.47,0.0,0.4,0.4,0.12,1.0,0.4,0.2,0.18,0.0,0.2,0.2,0.12,0.0,0.2,0.1,0.12,0.0,0.2,0.2,0.0,0.0,0.0,0.0
20,Athlético-PR,61.4,35.67,61.42,66.54,14.33,16.0,14.8,15.4,15.56,26.0,18.8,17.3,6.39,1.0,5.0,6.5,13.83,19.0,15.2,13.8,2.67,2.0,2.2,2.8,3.06,1.0,2.0,3.1,0.39,0.0,0.2,0.5,1.44,1.0,1.6,1.5,3.11,1.0,3.2,3.6,1.22,1.0,1.0,1.1,0.0,0.0,0.0,0.0,1.72,2.0,1.8,1.7,1.94,0.0,2.4,2.4,1.17,1.0,1.0,1.1,0.44,0.0,0.4,0.4,0.11,0.0,0.4,0.2,0.22,1.0,0.2,0.3,0.11,0.0,0.2,0.1,0.11,0.0,0.0,0.2,0.0,0.0,0.0,0.0
21,Athlético-PR,60.86,51.16,67.29,62.67,14.63,20.0,16.4,15.4,15.58,16.0,18.4,17.4,6.42,7.0,5.2,6.5,13.89,15.0,16.6,14.2,2.74,4.0,2.4,2.9,3.11,4.0,2.6,2.9,0.37,0.0,0.2,0.5,1.42,1.0,1.8,1.5,3.05,2.0,2.6,3.4,1.21,1.0,1.0,1.2,0.0,0.0,0.0,0.0,1.74,2.0,2.2,1.6,1.84,0.0,2.4,1.8,1.16,1.0,1.2,1.1,0.42,0.0,0.4,0.3,0.11,0.0,0.4,0.2,0.21,0.0,0.2,0.3,0.11,0.0,0.2,0.1,0.11,0.0,0.0,0.2,0.0,0.0,0.0,0.0
22,Athlético-PR,60.18,47.24,56.69,60.75,14.45,11.0,15.2,15.3,15.25,9.0,17.4,17.4,6.35,5.0,5.0,6.7,13.85,13.0,17.4,13.6,2.75,3.0,2.6,2.8,3.05,2.0,2.0,2.9,0.35,0.0,0.2,0.5,1.45,2.0,1.8,1.5,3.25,7.0,2.8,3.2,1.25,2.0,1.4,1.2,0.0,0.0,0.0,0.0,1.7,1.0,1.4,1.6,1.75,0.0,1.2,1.8,1.15,1.0,1.0,1.0,0.4,0.0,0.2,0.3,0.1,0.0,0.4,0.2,0.2,0.0,0.2,0.2,0.15,1.0,0.4,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
23,Athlético-PR,59.07,36.87,48.11,59.32,14.0,5.0,13.4,14.2,15.14,13.0,15.8,17.6,6.62,12.0,6.2,7.2,13.76,12.0,16.2,13.4,2.67,1.0,2.2,2.7,3.19,6.0,3.2,3.2,0.33,0.0,0.2,0.4,1.43,1.0,1.6,1.5,3.38,6.0,3.6,3.5,1.24,1.0,1.6,1.1,0.0,0.0,0.0,0.0,1.67,1.0,1.4,1.5,1.67,0.0,0.0,1.8,1.1,0.0,0.8,0.9,0.38,0.0,0.0,0.3,0.1,0.0,0.2,0.2,0.19,0.0,0.2,0.2,0.19,1.0,0.4,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
24,Athlético-PR,61.04,102.24,54.64,60.75,14.36,22.0,14.8,14.6,15.32,19.0,16.6,17.0,6.45,3.0,5.6,6.9,13.64,11.0,14.0,13.5,2.64,2.0,2.4,2.5,3.32,6.0,3.8,3.3,0.32,0.0,0.0,0.1,1.5,3.0,1.6,1.7,3.41,4.0,4.0,3.7,1.18,0.0,1.0,1.1,0.0,0.0,0.0,0.0,1.59,0.0,1.2,1.4,1.86,6.0,1.2,1.8,1.05,0.0,0.6,0.8,0.41,1.0,0.2,0.3,0.14,1.0,0.2,0.3,0.18,0.0,0.2,0.2,0.18,0.0,0.4,0.3,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0
25,Athlético-PR,60.67,52.6,58.02,59.72,13.83,2.0,12.0,13.4,15.17,12.0,13.8,16.3,6.43,6.0,6.6,5.8,13.74,16.0,13.4,14.3,2.65,3.0,2.6,2.4,3.35,4.0,4.4,3.2,0.39,2.0,0.4,0.3,1.52,2.0,1.8,1.7,3.39,3.0,4.4,3.8,1.17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.57,1.0,1.0,1.4,1.78,0.0,1.2,1.8,1.09,2.0,0.8,0.9,0.43,1.0,0.4,0.4,0.13,0.0,0.2,0.3,0.17,0.0,0.0,0.1,0.17,0.0,0.4,0.3,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Athlético-PR,59.41,30.55,53.9,60.6,13.88,15.0,11.0,13.7,15.04,12.0,13.0,15.7,6.25,2.0,5.6,5.4,14.0,20.0,14.4,15.5,2.71,4.0,2.6,2.5,3.46,6.0,4.8,3.7,0.38,0.0,0.4,0.3,1.46,0.0,1.6,1.7,3.29,1.0,4.2,3.4,1.21,2.0,1.2,1.1,0.0,0.0,0.0,0.0,1.58,2.0,1.0,1.6,1.71,0.0,1.2,1.8,1.04,0.0,0.6,0.9,0.42,0.0,0.4,0.4,0.12,0.0,0.2,0.3,0.17,0.0,0.0,0.1,0.17,0.0,0.4,0.3,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Athlético-PR,59.05,50.29,54.51,55.6,13.8,12.0,11.2,13.2,15.04,15.0,14.2,15.8,6.44,11.0,6.8,5.9,14.0,14.0,14.6,16.0,2.68,2.0,2.4,2.5,3.52,5.0,5.4,3.7,0.4,1.0,0.6,0.4,1.44,1.0,1.4,1.6,3.24,2.0,3.2,3.0,1.2,1.0,1.0,1.2,0.0,0.0,0.0,0.0,1.76,6.0,2.0,1.7,1.64,0.0,1.2,1.2,1.04,1.0,0.6,0.8,0.4,0.0,0.4,0.3,0.12,0.0,0.2,0.3,0.16,0.0,0.0,0.1,0.16,0.0,0.2,0.3,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
