rodada,equipe,partidas_contraAvgpontos_time,partidas_contraLastpontos_time,partidas_contraAvgMov5pontos_time,partidas_contraAvgMov10pontos_time,partidas_contraAvggols_marcados,partidas_contraLastgols_marcados,partidas_contraAvgMov5gols_marcados,partidas_contraAvgMov10gols_marcados,partidas_contraAvggols_sofridos,partidas_contraLastgols_sofridos,partidas_contraAvgMov5gols_sofridos,partidas_contraAvgMov10gols_sofridos,partidas_contraAvgsaldo_gols,partidas_contraLastsaldo_gols,partidas_contraAvgMov5saldo_gols,partidas_contraAvgMov10saldo_gols,partidas_contraAvgclassificacao,partidas_contraLastclassificacao,partidas_contraAvgMov5classificacao,partidas_contraAvgMov10classificacao,partidas_contraAvgSG_Atq,partidas_contraLastSG_Atq,partidas_contraAvgMov5SG_Atq,partidas_contraAvgMov10SG_Atq,partidas_contraAvgSG_def,partidas_contraLastSG_def,partidas_contraAvgMov5SG_def,partidas_contraAvgMov10SG_def,partidas_contraAvgclassificacao_adv,partidas_contraLastclassificacao_adv,partidas_contraAvgMov5classificacao_adv,partidas_contraAvgMov10classificacao_adv
9,Bragantino,0.44,1.0,0.5,0.44,1.0,2.0,0.8,1.0,1.5,0.0,1.0,1.5,-0.5,2.0,-0.2,-0.5,12.0,14.0,11.6,12.0,0.5,0.0,0.4,0.5,0.25,1.0,0.4,0.25,8.0,8.0,8.0,8.0
10,Goiás,0.39,0.0,0.4,0.39,1.0,1.0,0.8,1.0,1.56,2.0,1.2,1.56,-0.56,-1.0,-0.4,-0.56,11.11,4.0,9.2,11.11,0.44,0.0,0.4,0.44,0.22,0.0,0.4,0.22,8.0,8.0,8.0,8.0
11,Atlético-MG,0.4,0.5,0.5,0.4,1.1,2.0,1.2,1.1,1.6,2.0,1.2,1.6,-0.5,0.0,0.0,-0.5,11.8,18.0,9.4,11.8,0.4,0.0,0.2,0.4,0.2,0.0,0.4,0.2,8.0,8.0,8.0,8.0
12,Bahia,0.41,0.5,0.6,0.45,1.09,1.0,1.4,1.2,1.55,1.0,1.0,1.4,-0.45,0.0,0.4,-0.2,11.27,6.0,8.6,10.4,0.36,0.0,0.0,0.3,0.18,0.0,0.4,0.2,8.0,8.0,8.0,8.0
13,São Paulo,0.38,0.0,0.4,0.45,1.08,1.0,1.4,1.3,1.58,2.0,1.4,1.4,-0.5,-1.0,0.0,-0.1,11.58,15.0,11.4,11.2,0.33,0.0,0.0,0.2,0.17,0.0,0.2,0.2,8.0,8.0,8.0,8.0
14,Internacional,0.42,1.0,0.4,0.45,1.08,1.0,1.2,1.0,1.46,0.0,1.4,1.2,-0.38,1.0,-0.2,-0.2,11.38,9.0,10.4,11.0,0.31,0.0,0.0,0.2,0.23,1.0,0.2,0.3,8.0,8.0,8.0,8.0
15,Flamengo,0.39,0.0,0.4,0.4,1.0,0.0,1.0,0.9,1.5,2.0,1.4,1.3,-0.5,-2.0,-0.4,-0.4,11.43,12.0,12.0,10.6,0.36,1.0,0.2,0.3,0.21,0.0,0.2,0.3,8.0,8.0,8.0,8.0
16,Coritiba,0.4,0.5,0.4,0.45,0.93,0.0,0.6,0.9,1.4,0.0,1.0,1.1,-0.47,0.0,-0.4,-0.2,11.0,5.0,9.4,9.4,0.4,1.0,0.4,0.3,0.27,1.0,0.4,0.4,8.0,8.0,8.0,8.0
17,Santos,0.44,1.0,0.5,0.55,1.0,2.0,0.8,1.1,1.31,0.0,0.8,0.9,-0.31,2.0,0.0,0.2,11.5,19.0,12.0,10.3,0.38,0.0,0.4,0.2,0.31,1.0,0.6,0.5,8.0,8.0,8.0,8.0
18,Palmeiras,0.41,0.0,0.5,0.45,0.94,0.0,0.6,1.0,1.29,1.0,0.6,1.0,-0.35,-1.0,0.0,0.0,11.59,13.0,11.6,11.5,0.41,1.0,0.6,0.3,0.29,0.0,0.6,0.4,8.0,8.0,8.0,8.0
19,Grêmio,0.39,0.0,0.3,0.35,0.94,1.0,0.6,0.9,1.33,2.0,1.0,1.2,-0.39,-1.0,-0.4,-0.3,11.11,3.0,10.4,10.4,0.39,0.0,0.6,0.3,0.28,0.0,0.4,0.3,8.0,8.0,8.0,8.0
20,América-MG,0.42,1.0,0.5,0.45,1.0,2.0,1.0,1.0,1.32,1.0,0.8,1.1,-0.32,1.0,0.2,-0.1,10.63,2.0,8.4,10.2,0.37,0.0,0.4,0.3,0.26,0.0,0.4,0.3,8.0,8.0,8.0,8.0
21,Athlético-PR,0.4,0.0,0.4,0.4,1.0,1.0,1.2,0.9,1.4,3.0,1.4,1.2,-0.4,-2.0,-0.2,-0.3,11.1,20.0,11.4,10.4,0.35,0.0,0.2,0.3,0.25,0.0,0.2,0.3,8.0,8.0,8.0,8.0
22,Fortaleza,0.4,0.5,0.3,0.4,1.05,2.0,1.2,1.0,1.43,2.0,1.8,1.3,-0.38,0.0,-0.6,-0.3,10.9,7.0,9.0,10.5,0.33,0.0,0.2,0.3,0.24,0.0,0.0,0.3,8.0,8.0,8.0,8.0
23,Vasco,0.39,0.0,0.3,0.4,1.0,0.0,1.2,0.9,1.41,1.0,1.8,1.2,-0.41,-1.0,-0.6,-0.3,10.91,11.0,8.6,10.1,0.36,1.0,0.2,0.4,0.23,0.0,0.0,0.3,8.0,8.0,8.0,8.0
24,Cruzeiro,0.41,1.0,0.5,0.4,1.13,4.0,1.8,1.2,1.43,2.0,1.8,1.4,-0.3,2.0,0.0,-0.2,11.13,16.0,11.2,10.8,0.35,0.0,0.2,0.4,0.22,0.0,0.0,0.2,8.0,8.0,8.0,8.0
25,Cuiabá,0.4,0.0,0.3,0.4,1.08,0.0,1.4,1.2,1.42,1.0,1.8,1.3,-0.33,-1.0,-0.4,-0.1,11.38,17.0,14.2,11.3,0.38,1.0,0.4,0.4,0.21,0.0,0.0,0.2,8.0,8.0,8.0,8.0
26,Botafogo,0.42,1.0,0.5,0.45,1.16,3.0,1.8,1.5,1.36,0.0,1.2,1.3,-0.2,3.0,0.6,0.2,11.32,10.0,12.2,11.8,0.36,0.0,0.4,0.3,0.24,1.0,0.2,0.2,8.0,8.0,8.0,8.0
27,Corinthians,0.44,1.0,0.6,0.45,1.19,2.0,1.8,1.5,1.31,0.0,0.8,1.3,-0.12,2.0,1.0,0.2,10.92,1.0,11.0,10.0,0.35,0.0,0.4,0.3,0.27,1.0,0.4,0.2,8.0,8.0,8.0,8.0
28,Bragantino,0.44,0.5,0.7,0.5,1.26,3.0,2.4,1.8,1.37,3.0,1.2,1.5,-0.11,0.0,1.2,0.3,11.04,14.0,11.6,10.1,0.33,0.0,0.2,0.2,0.26,0.0,0.4,0.2,8.0,8.0,8.0,8.0
29,Goiás,0.46,1.0,0.7,0.6,1.25,1.0,1.8,1.8,1.32,0.0,0.8,1.3,-0.07,1.0,1.0,0.5,10.79,4.0,9.2,10.2,0.32,0.0,0.2,0.2,0.29,1.0,0.6,0.3,8.0,8.0,8.0,8.0
30,Atlético-MG,0.45,0.0,0.7,0.5,1.31,3.0,2.4,1.9,1.45,5.0,1.6,1.7,-0.14,-2.0,0.8,0.2,11.03,18.0,9.4,11.8,0.31,0.0,0.0,0.2,0.28,0.0,0.6,0.3,8.0,8.0,8.0,8.0
31,Bahia,0.47,1.0,0.7,0.6,1.33,2.0,2.2,2.0,1.4,0.0,1.6,1.4,-0.07,2.0,0.6,0.6,10.87,6.0,8.6,10.4,0.3,0.0,0.0,0.2,0.3,1.0,0.6,0.4,8.0,8.0,8.0,8.0
32,São Paulo,0.48,1.0,0.7,0.65,1.32,1.0,2.0,1.9,1.35,0.0,1.6,1.2,-0.03,1.0,0.4,0.7,11.0,15.0,11.4,11.2,0.29,0.0,0.0,0.2,0.32,1.0,0.6,0.5,8.0,8.0,8.0,8.0
33,Internacional,0.48,0.5,0.7,0.7,1.32,0.0,1.75,2.11,1.35,0.0,1.25,1.22,-0.03,0.0,0.5,0.89,10.94,9.0,10.4,11.0,0.28,0.0,0.0,0.1,0.31,0.0,0.6,0.5,8.0,8.0,8.0,8.0
34,Flamengo,0.48,0.5,0.6,0.65,1.28,0.0,1.5,1.67,1.31,0.0,1.25,1.0,-0.03,0.0,0.25,0.67,10.97,12.0,12.0,10.6,0.3,1.0,0.2,0.2,0.33,1.0,0.6,0.6,8.0,8.0,8.0,8.0
35,Coritiba,0.49,0.5,0.7,0.7,1.28,,1.0,1.88,1.31,,0.0,1.0,-0.03,,1.0,0.88,10.79,5.0,9.4,9.4,0.29,0.0,0.2,0.1,0.32,0.0,0.6,0.6,8.0,8.0,8.0,8.0
36,Santos,0.49,0.5,0.6,0.65,1.28,,0.5,1.71,1.31,,0.0,1.14,-0.03,,0.5,0.57,10.49,0.0,8.2,8.4,0.29,0.0,0.2,0.1,0.31,0.0,0.4,0.5,7.77,0.0,6.4,7.2
37,Palmeiras,0.49,0.5,0.5,0.6,1.28,,0.0,1.67,1.31,,0.0,1.33,-0.03,,0.0,0.33,10.19,0.0,5.2,8.3,0.28,0.0,0.2,0.1,0.31,0.0,0.2,0.4,7.56,0.0,4.8,6.4
38,Grêmio,0.49,0.5,0.5,0.6,1.28,,0.0,1.4,1.31,,0.0,1.0,-0.03,,0.0,0.4,9.92,0.0,3.4,6.9,0.27,0.0,0.2,0.1,0.3,0.0,0.2,0.4,7.35,0.0,3.2,5.6
1,Internacional,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0
2,Coritiba,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0
3,Fluminense,0.25,0.0,0.25,0.25,0.5,0.0,0.5,0.5,2.0,3.0,2.0,2.0,-1.5,-3.0,-1.5,-1.5,15.5,19.0,15.5,15.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0
4,Corinthians,0.17,0.0,0.17,0.17,1.0,2.0,1.0,1.0,2.67,4.0,2.67,2.67,-1.67,-2.0,-1.67,-1.67,13.0,8.0,13.0,13.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0
5,São Paulo,0.25,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.25,1.0,2.25,2.25,-1.25,0.0,-1.25,-1.25,13.25,14.0,13.25,13.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0
6,Grêmio,0.3,0.5,0.3,0.3,0.8,0.0,0.8,0.8,1.8,0.0,1.8,1.8,-1.0,0.0,-1.0,-1.0,12.4,9.0,12.4,12.4,0.4,1.0,0.4,0.4,0.2,1.0,0.2,0.2,11.0,11.0,11.0,11.0
7,América-MG,0.33,0.5,0.3,0.33,0.67,0.0,0.6,0.67,1.5,0.0,1.6,1.5,-0.83,0.0,-1.0,-0.83,10.67,2.0,10.4,10.67,0.5,1.0,0.6,0.5,0.33,1.0,0.4,0.33,11.0,11.0,11.0,11.0
8,Vasco,0.43,1.0,0.5,0.43,0.86,2.0,1.0,0.86,1.43,1.0,1.2,1.43,-0.57,1.0,-0.2,-0.57,12.0,20.0,10.6,12.0,0.43,0.0,0.4,0.43,0.29,0.0,0.4,0.29,11.0,11.0,11.0,11.0
9,Bahia,0.38,0.0,0.5,0.38,0.75,0.0,0.6,0.75,1.5,2.0,0.8,1.5,-0.75,-2.0,-0.2,-0.75,12.5,16.0,12.2,12.5,0.5,1.0,0.6,0.5,0.25,0.0,0.4,0.25,11.0,11.0,11.0,11.0
10,Botafogo,0.39,0.5,0.5,0.39,0.67,0.0,0.4,0.67,1.33,0.0,0.6,1.33,-0.67,0.0,-0.2,-0.67,12.78,15.0,12.4,12.78,0.56,1.0,0.8,0.56,0.33,1.0,0.6,0.33,11.0,11.0,11.0,11.0
11,Cruzeiro,0.45,1.0,0.6,0.45,0.8,2.0,0.8,0.8,1.2,0.0,0.6,1.2,-0.4,2.0,0.2,-0.4,11.6,1.0,10.8,11.6,0.5,0.0,0.6,0.5,0.4,1.0,0.6,0.4,11.0,11.0,11.0,11.0
12,Atlético-MG,0.41,0.0,0.5,0.4,0.73,0.0,0.8,0.7,1.18,1.0,0.8,1.2,-0.45,-1.0,0.0,-0.5,12.09,17.0,13.8,12.1,0.55,1.0,0.6,0.6,0.36,0.0,0.4,0.4,11.0,11.0,11.0,11.0
13,Flamengo,0.38,0.0,0.3,0.4,0.75,1.0,0.6,0.8,1.25,2.0,1.0,1.1,-0.5,-1.0,-0.4,-0.3,11.58,6.0,11.0,10.8,0.5,0.0,0.6,0.5,0.33,0.0,0.4,0.4,11.0,11.0,11.0,11.0
14,Athlético-PR,0.42,1.0,0.5,0.5,0.85,2.0,1.0,0.8,1.15,0.0,0.6,0.7,-0.31,2.0,0.4,0.1,11.08,5.0,8.8,10.5,0.46,0.0,0.4,0.5,0.38,1.0,0.6,0.5,11.0,11.0,11.0,11.0
15,Cuiabá,0.39,0.0,0.4,0.45,0.79,0.0,1.0,0.7,1.14,1.0,0.8,0.7,-0.36,-1.0,0.2,0.0,10.79,7.0,7.2,9.8,0.5,1.0,0.4,0.6,0.36,0.0,0.4,0.5,11.0,11.0,11.0,11.0
16,Palmeiras,0.43,1.0,0.4,0.5,0.8,1.0,0.8,0.8,1.07,0.0,0.8,0.7,-0.27,1.0,0.0,0.1,10.73,10.0,9.0,9.9,0.47,0.0,0.4,0.5,0.4,1.0,0.4,0.5,11.0,11.0,11.0,11.0
17,Bragantino,0.47,1.0,0.6,0.55,0.94,3.0,1.4,1.1,1.06,1.0,0.8,0.8,-0.12,2.0,0.6,0.3,10.25,3.0,6.2,10.0,0.44,0.0,0.2,0.4,0.38,0.0,0.4,0.4,11.0,11.0,11.0,11.0
18,Goiás,0.5,1.0,0.8,0.55,1.06,3.0,1.8,1.2,1.0,0.0,0.4,0.7,0.06,3.0,1.4,0.5,9.88,4.0,5.8,8.4,0.41,0.0,0.2,0.4,0.41,1.0,0.6,0.5,11.0,11.0,11.0,11.0
19,Santos,0.53,1.0,0.8,0.65,1.06,1.0,1.6,1.3,0.94,0.0,0.4,0.5,0.11,1.0,1.2,0.8,10.33,18.0,8.4,8.6,0.39,0.0,0.2,0.3,0.44,1.0,0.6,0.6,11.0,11.0,11.0,11.0
20,Internacional,0.5,0.0,0.8,0.6,1.0,0.0,1.6,1.3,1.11,4.0,1.0,0.9,-0.11,-4.0,0.6,0.4,10.47,13.0,9.6,8.4,0.42,1.0,0.2,0.3,0.42,0.0,0.6,0.5,11.0,11.0,11.0,11.0
21,Coritiba,0.48,0.0,0.6,0.5,0.95,0.0,1.4,1.1,1.1,1.0,1.2,1.0,-0.15,-1.0,0.2,0.1,10.55,12.0,10.0,9.5,0.45,1.0,0.4,0.4,0.4,0.0,0.4,0.4,11.0,11.0,11.0,11.0
22,Fluminense,0.45,0.0,0.4,0.5,0.95,1.0,1.0,1.2,1.19,3.0,1.6,1.2,-0.24,-2.0,-0.6,0.0,10.95,19.0,13.2,9.7,0.43,0.0,0.4,0.3,0.38,0.0,0.4,0.4,11.0,11.0,11.0,11.0
23,Corinthians,0.48,1.0,0.4,0.6,0.95,1.0,0.6,1.2,1.14,0.0,1.6,1.0,-0.18,1.0,-1.0,0.2,10.82,8.0,14.0,9.9,0.41,0.0,0.4,0.3,0.41,1.0,0.4,0.5,11.0,11.0,11.0,11.0
24,São Paulo,0.46,0.0,0.2,0.5,0.96,1.0,0.6,1.1,1.17,2.0,2.0,1.2,-0.22,-1.0,-1.4,-0.1,10.96,14.0,13.2,10.8,0.39,0.0,0.4,0.3,0.39,0.0,0.2,0.4,11.0,11.0,11.0,11.0
25,Grêmio,0.44,0.0,0.2,0.5,0.96,1.0,0.8,1.2,1.21,2.0,1.6,1.3,-0.25,-1.0,-0.8,-0.1,10.88,9.0,12.4,11.0,0.38,0.0,0.2,0.2,0.38,0.0,0.2,0.4,11.0,11.0,11.0,11.0
26,América-MG,0.44,0.5,0.3,0.45,0.96,1.0,1.0,1.2,1.2,1.0,1.6,1.4,-0.24,0.0,-0.6,-0.2,10.52,2.0,10.4,10.2,0.36,0.0,0.0,0.2,0.36,0.0,0.2,0.3,11.0,11.0,11.0,11.0
27,Vasco,0.42,0.0,0.3,0.35,1.0,2.0,1.2,1.1,1.27,3.0,1.6,1.6,-0.27,-1.0,-0.4,-0.5,10.88,20.0,10.6,11.9,0.35,0.0,0.0,0.2,0.35,0.0,0.2,0.3,11.0,11.0,11.0,11.0
28,Bahia,0.44,1.0,0.3,0.35,1.0,1.0,1.2,0.9,1.22,0.0,1.6,1.6,-0.22,1.0,-0.4,-0.7,11.07,16.0,12.2,13.1,0.33,0.0,0.0,0.2,0.37,1.0,0.2,0.3,11.0,11.0,11.0,11.0
29,Botafogo,0.46,1.0,0.5,0.35,1.04,2.0,1.4,1.0,1.18,0.0,1.2,1.6,-0.14,2.0,0.2,-0.6,11.21,15.0,12.4,12.8,0.32,0.0,0.0,0.2,0.39,1.0,0.4,0.3,11.0,11.0,11.0,11.0
30,Cruzeiro,0.47,0.5,0.6,0.4,1.04,,1.5,1.11,1.18,,1.0,1.33,-0.14,,0.5,-0.22,10.86,1.0,10.8,11.6,0.31,0.0,0.0,0.1,0.38,0.0,0.4,0.3,11.0,11.0,11.0,11.0
31,Atlético-MG,0.47,0.5,0.6,0.45,1.04,3.0,1.67,1.25,1.18,1.0,1.0,1.38,-0.14,2.0,0.67,-0.12,11.07,17.0,13.8,12.1,0.3,0.0,0.0,0.0,0.37,0.0,0.4,0.3,11.0,11.0,11.0,11.0
32,Flamengo,0.48,1.0,0.8,0.55,1.1,3.0,2.0,1.5,1.17,1.0,0.33,1.12,-0.07,2.0,1.67,0.38,10.9,6.0,11.0,10.8,0.29,0.0,0.0,0.0,0.35,0.0,0.4,0.3,11.0,11.0,11.0,11.0
33,Athlético-PR,0.5,1.0,0.8,0.55,1.13,2.0,2.33,1.62,1.13,0.0,0.33,1.12,0.0,2.0,2.0,0.5,10.72,5.0,8.8,10.5,0.28,0.0,0.0,0.0,0.38,1.0,0.4,0.3,11.0,11.0,11.0,11.0
34,Cuiabá,0.5,0.5,0.7,0.6,1.13,1.0,2.0,1.62,1.13,1.0,0.67,1.0,0.0,0.0,1.33,0.62,10.61,7.0,7.2,9.8,0.27,0.0,0.0,0.0,0.36,0.0,0.2,0.3,11.0,11.0,11.0,11.0
35,Palmeiras,0.5,0.5,0.7,0.65,1.13,,2.0,1.71,1.13,,0.67,0.86,0.0,,1.33,0.86,10.59,10.0,9.0,9.9,0.26,0.0,0.0,0.0,0.35,0.0,0.2,0.3,11.0,11.0,11.0,11.0
36,Bragantino,0.5,0.5,0.7,0.65,1.13,,2.0,1.83,1.13,,0.67,0.83,0.0,,1.33,1.0,10.29,0.0,5.6,9.7,0.26,0.0,0.0,0.0,0.34,0.0,0.2,0.3,10.69,0.0,8.8,9.9
37,Goiás,0.5,0.5,0.6,0.7,1.13,,1.5,1.8,1.13,,0.5,0.4,0.0,,1.0,1.4,10.0,0.0,4.4,7.7,0.25,0.0,0.0,0.0,0.33,0.0,0.2,0.3,10.39,0.0,6.6,8.8
38,Santos,0.5,0.5,0.5,0.65,1.13,,1.0,2.0,1.13,,1.0,0.5,0.0,,0.0,1.5,9.73,0.0,3.4,6.1,0.24,0.0,0.0,0.0,0.32,0.0,0.0,0.2,10.11,0.0,4.4,7.7
1,Athlético-PR,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,18.0
2,Corinthians,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,18.0
3,Internacional,0.5,0.0,0.5,0.5,1.5,1.0,1.5,1.5,1.5,3.0,1.5,1.5,0.0,-2.0,0.0,0.0,10.5,14.0,10.5,10.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,18.0,18.0,18.0,18.0
4,Palmeiras,0.67,1.0,0.67,0.67,1.33,1.0,1.33,1.33,1.0,0.0,1.0,1.0,0.33,1.0,0.33,0.33,11.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0,0.67,1.0,0.67,0.67,18.0,18.0,18.0,18.0
5,Flamengo,0.75,1.0,0.75,0.75,2.25,5.0,2.25,2.25,0.75,0.0,0.75,0.75,1.5,5.0,1.5,1.5,9.0,3.0,9.0,9.0,0.0,0.0,0.0,0.0,0.75,1.0,0.75,0.75,18.0,18.0,18.0,18.0
6,Botafogo,0.8,1.0,0.8,0.8,2.2,2.0,2.2,2.2,0.6,0.0,0.6,0.6,1.6,2.0,1.6,1.6,8.2,5.0,8.2,8.2,0.0,0.0,0.0,0.0,0.8,1.0,0.8,0.8,18.0,18.0,18.0,18.0
7,Bahia,0.67,0.0,0.6,0.67,2.0,1.0,2.0,2.0,0.83,2.0,1.0,0.83,1.17,-1.0,1.0,1.17,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.67,0.0,0.6,0.67,18.0,18.0,18.0,18.0
8,São Paulo,0.64,0.5,0.7,0.64,1.86,1.0,2.0,1.86,0.86,1.0,0.6,0.86,1.0,0.0,1.4,1.0,8.14,15.0,7.2,8.14,0.0,0.0,0.0,0.0,0.57,0.0,0.6,0.57,18.0,18.0,18.0,18.0
9,Cuiabá,0.69,1.0,0.7,0.69,1.88,2.0,2.2,1.88,0.88,1.0,0.8,0.88,1.0,1.0,1.4,1.0,8.25,9.0,6.6,8.25,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.5,18.0,18.0,18.0,18.0
10,Fluminense,0.72,1.0,0.7,0.72,1.78,1.0,1.4,1.78,0.78,0.0,0.8,0.78,1.0,1.0,0.6,1.0,8.44,10.0,8.0,8.44,0.0,0.0,0.0,0.0,0.56,1.0,0.4,0.56,18.0,18.0,18.0,18.0
11,Vasco,0.7,0.5,0.6,0.7,1.8,2.0,1.4,1.8,0.9,2.0,1.2,0.9,0.9,0.0,0.2,0.9,8.4,8.0,8.6,8.4,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.5,18.0,18.0,18.0,18.0
12,Bragantino,0.64,0.0,0.6,0.6,1.64,0.0,1.2,1.6,0.91,1.0,1.0,1.0,0.73,-1.0,0.2,0.6,9.09,16.0,11.6,9.3,0.09,1.0,0.2,0.1,0.45,0.0,0.2,0.4,18.0,18.0,18.0,18.0
13,Coritiba,0.67,1.0,0.7,0.7,1.67,2.0,1.4,1.7,0.83,0.0,0.8,0.7,0.83,2.0,0.6,1.0,8.67,4.0,9.4,8.3,0.08,0.0,0.2,0.1,0.5,1.0,0.4,0.5,18.0,18.0,18.0,18.0
14,Santos,0.69,1.0,0.7,0.7,1.69,2.0,1.4,1.8,0.85,1.0,0.8,0.8,0.85,1.0,0.6,1.0,9.46,19.0,11.4,9.0,0.08,0.0,0.2,0.1,0.46,0.0,0.4,0.4,18.0,18.0,18.0,18.0
15,Atlético-MG,0.71,1.0,0.7,0.7,1.86,4.0,2.0,1.7,1.0,3.0,1.4,1.1,0.86,1.0,0.6,0.6,9.71,13.0,12.0,10.0,0.07,0.0,0.2,0.1,0.43,0.0,0.2,0.3,18.0,18.0,18.0,18.0
16,Cruzeiro,0.7,0.5,0.7,0.65,1.73,0.0,1.6,1.5,0.93,0.0,1.0,1.1,0.8,0.0,0.6,0.4,9.47,6.0,11.6,10.1,0.13,1.0,0.4,0.2,0.47,1.0,0.4,0.3,18.0,18.0,18.0,18.0
17,Grêmio,0.66,0.0,0.7,0.65,1.62,0.0,1.6,1.4,0.94,1.0,1.0,1.0,0.69,-1.0,0.6,0.4,9.94,17.0,11.8,11.7,0.19,1.0,0.4,0.3,0.44,0.0,0.4,0.3,18.0,18.0,18.0,18.0
18,Fortaleza,0.65,0.5,0.6,0.65,1.59,1.0,1.4,1.4,0.94,1.0,1.2,1.0,0.65,0.0,0.2,0.4,9.47,2.0,11.4,10.4,0.18,0.0,0.4,0.3,0.41,0.0,0.2,0.3,18.0,18.0,18.0,18.0
19,América-MG,0.61,0.0,0.4,0.55,1.5,0.0,1.0,1.2,0.94,1.0,1.2,1.0,0.56,-1.0,-0.2,0.2,9.56,11.0,9.8,10.6,0.22,1.0,0.6,0.4,0.39,0.0,0.2,0.3,18.0,18.0,18.0,18.0
20,Athlético-PR,0.58,0.0,0.2,0.45,1.42,0.0,0.2,1.1,0.95,1.0,0.8,1.1,0.47,-1.0,-0.6,0.0,10.11,20.0,11.2,11.6,0.26,1.0,0.8,0.5,0.37,0.0,0.2,0.2,18.0,18.0,18.0,18.0
21,Corinthians,0.57,0.5,0.2,0.45,1.4,1.0,0.4,1.0,0.95,1.0,1.0,1.0,0.45,0.0,-0.6,0.0,9.95,7.0,11.4,11.5,0.25,0.0,0.6,0.5,0.35,0.0,0.0,0.2,18.0,18.0,18.0,18.0
22,Internacional,0.57,0.5,0.3,0.5,1.38,1.0,0.6,1.1,0.95,1.0,1.0,1.0,0.43,0.0,-0.4,0.1,10.14,14.0,10.8,11.3,0.24,0.0,0.4,0.4,0.33,0.0,0.0,0.2,18.0,18.0,18.0,18.0
23,Palmeiras,0.57,0.5,0.3,0.45,1.32,0.0,0.4,0.9,0.91,0.0,0.8,1.0,0.41,0.0,-0.4,-0.1,10.23,12.0,12.8,12.1,0.27,1.0,0.6,0.5,0.36,1.0,0.2,0.2,18.0,18.0,18.0,18.0
24,Flamengo,0.59,1.0,0.5,0.45,1.3,1.0,0.6,0.8,0.87,0.0,0.6,0.9,0.43,1.0,0.0,-0.1,9.91,3.0,11.2,10.5,0.26,0.0,0.4,0.5,0.39,1.0,0.4,0.3,18.0,18.0,18.0,18.0
25,Botafogo,0.58,0.5,0.6,0.4,1.25,0.0,0.6,0.4,0.83,0.0,0.4,0.6,0.42,0.0,0.2,-0.2,9.71,5.0,8.2,9.7,0.29,1.0,0.4,0.6,0.42,1.0,0.6,0.4,18.0,18.0,18.0,18.0
26,Bahia,0.58,0.5,0.6,0.4,1.24,1.0,0.6,0.5,0.84,1.0,0.4,0.7,0.4,0.0,0.2,-0.2,9.36,1.0,7.0,9.2,0.28,0.0,0.4,0.5,0.4,0.0,0.6,0.3,18.0,18.0,18.0,18.0
27,São Paulo,0.6,1.0,0.7,0.5,1.42,6.0,1.6,1.1,0.96,4.0,1.0,1.0,0.46,2.0,0.6,0.1,9.58,15.0,7.2,9.0,0.27,0.0,0.4,0.4,0.38,0.0,0.6,0.3,18.0,18.0,18.0,18.0
28,Cuiabá,0.57,0.0,0.6,0.45,1.37,0.0,1.6,1.0,1.0,2.0,1.4,1.1,0.37,-2.0,0.2,-0.1,9.56,9.0,6.6,9.7,0.3,1.0,0.4,0.5,0.37,0.0,0.4,0.3,18.0,18.0,18.0,18.0
29,Fluminense,0.57,0.5,0.5,0.5,1.36,1.0,1.6,1.1,1.0,1.0,1.6,1.1,0.36,0.0,0.0,0.0,9.57,10.0,8.0,9.6,0.29,0.0,0.4,0.4,0.36,0.0,0.2,0.3,18.0,18.0,18.0,18.0
30,Vasco,0.59,1.0,0.6,0.6,1.48,5.0,2.6,1.6,1.07,3.0,2.2,1.3,0.41,2.0,0.4,0.3,9.52,8.0,8.6,8.4,0.28,0.0,0.2,0.3,0.34,0.0,0.0,0.3,18.0,18.0,18.0,18.0
