rodada,posicao,equipe,setor_proAvgpontuacao,setor_proLastpontuacao,setor_proAvgMov5pontuacao,setor_proAvgMov10pontuacao,setor_proAvgDS,setor_proLastDS,setor_proAvgMov5DS,setor_proAvgMov10DS,setor_proAvgFC,setor_proLastFC,setor_proAvgMov5FC,setor_proAvgMov10FC,setor_proAvgFF,setor_proLastFF,setor_proAvgMov5FF,setor_proAvgMov10FF,setor_proAvgFS,setor_proLastFS,setor_proAvgMov5FS,setor_proAvgMov10FS,setor_proAvgCA,setor_proLastCA,setor_proAvgMov5CA,setor_proAvgMov10CA,setor_proAvgFD,setor_proLastFD,setor_proAvgMov5FD,setor_proAvgMov10FD,setor_proAvgFT,setor_proLastFT,setor_proAvgMov5FT,setor_proAvgMov10FT,setor_proAvgG,setor_proLastG,setor_proAvgMov5G,setor_proAvgMov10G,setor_proAvgDE,setor_proLastDE,setor_proAvgMov5DE,setor_proAvgMov10DE,setor_proAvgGS,setor_proLastGS,setor_proAvgMov5GS,setor_proAvgMov10GS,setor_proAvgGC,setor_proLastGC,setor_proAvgMov5GC,setor_proAvgMov10GC,setor_proAvgI,setor_proLastI,setor_proAvgMov5I,setor_proAvgMov10I,setor_proAvgSG,setor_proLastSG,setor_proAvgMov5SG,setor_proAvgMov10SG,setor_proAvgA,setor_proLastA,setor_proAvgMov5A,setor_proAvgMov10A,setor_proAvgV,setor_proLastV,setor_proAvgMov5V,setor_proAvgMov10V,setor_proAvgPS,setor_proLastPS,setor_proAvgMov5PS,setor_proAvgMov10PS,setor_proAvgPC,setor_proLastPC,setor_proAvgMov5PC,setor_proAvgMov10PC,setor_proAvgCV,setor_proLastCV,setor_proAvgMov5CV,setor_proAvgMov10CV,setor_proAvgDP,setor_proLastDP,setor_proAvgMov5DP,setor_proAvgMov10DP,setor_proAvgPP,setor_proLastPP,setor_proAvgMov5PP,setor_proAvgMov10PP
22,Lateral,Grêmio,8.98,15.4,5.22,7.74,2.9,5.0,2.8,2.7,3.25,2.0,3.4,3.1,0.65,0.0,0.2,0.4,2.3,2.0,2.2,2.2,0.7,1.0,1.0,1.0,0.4,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.3,0.45,2.0,0.4,0.4,0.35,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Lateral,Grêmio,9.2,13.8,6.98,7.61,2.86,2.0,2.4,2.8,3.29,4.0,3.4,3.2,0.71,2.0,0.6,0.5,2.29,2.0,1.6,2.3,0.67,0.0,0.8,1.0,0.38,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.2,0.52,2.0,0.8,0.6,0.33,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Lateral,Grêmio,8.89,2.3,7.24,6.61,2.82,2.0,2.6,2.8,3.18,1.0,2.8,3.1,0.68,0.0,0.6,0.5,2.36,4.0,1.6,2.4,0.64,0.0,0.6,0.9,0.41,1.0,0.4,0.5,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.2,0.1,0.27,0.0,0.0,0.2,0.5,0.0,0.8,0.6,0.32,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Lateral,Grêmio,9.34,19.2,9.74,8.28,2.74,1.0,2.4,2.8,3.04,0.0,2.2,2.6,0.65,0.0,0.6,0.5,2.26,0.0,1.6,2.1,0.61,0.0,0.4,0.8,0.39,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.17,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.26,0.0,0.0,0.1,0.57,2.0,1.2,0.8,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Lateral,Grêmio,9.11,3.9,10.92,8.05,2.62,0.0,2.0,2.4,2.92,0.0,1.4,2.3,0.62,0.0,0.4,0.3,2.17,0.0,1.6,1.8,0.58,0.0,0.2,0.6,0.38,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.29,1.0,0.2,0.2,0.54,0.0,1.2,0.8,0.33,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.2,0.1,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Lateral,Grêmio,9.2,11.2,10.08,7.65,2.56,1.0,1.2,2.0,2.8,0.0,1.0,2.2,0.6,0.0,0.4,0.3,2.24,4.0,2.0,2.1,0.56,0.0,0.0,0.5,0.36,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.28,0.0,0.2,0.2,0.52,0.0,0.8,0.6,0.32,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Lateral,Grêmio,8.81,-0.9,7.14,7.06,2.5,1.0,1.0,1.7,2.73,1.0,0.4,1.9,0.58,0.0,0.0,0.3,2.23,2.0,2.0,1.8,0.58,1.0,0.2,0.5,0.38,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.19,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.27,0.0,0.2,0.1,0.5,0.0,0.4,0.6,0.31,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.08,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Lateral,Grêmio,8.57,2.4,7.16,7.2,2.48,2.0,1.0,1.8,2.81,5.0,1.2,2.0,0.56,0.0,0.0,0.3,2.26,3.0,1.8,1.7,0.56,0.0,0.2,0.4,0.37,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.19,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1,0.26,0.0,0.2,0.1,0.48,0.0,0.4,0.6,0.3,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.07,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Lateral,Grêmio,8.49,6.3,4.58,7.16,2.57,5.0,1.8,2.1,2.89,5.0,2.2,2.2,0.57,1.0,0.2,0.4,2.25,2.0,2.2,1.9,0.54,0.0,0.2,0.3,0.36,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1,0.25,0.0,0.2,0.1,0.46,0.0,0.0,0.6,0.29,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.07,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Lateral,Grêmio,8.51,9.2,5.64,8.28,2.48,0.0,1.8,1.9,2.79,0.0,2.2,1.8,0.55,0.0,0.2,0.3,2.17,0.0,2.2,1.9,0.52,0.0,0.2,0.2,0.38,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.21,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.24,0.0,0.0,0.1,0.45,0.0,0.0,0.6,0.28,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Lateral,Grêmio,8.45,6.6,4.72,7.4,2.53,4.0,2.4,1.8,2.77,2.0,2.6,1.8,0.63,3.0,0.8,0.6,2.17,2.0,1.8,1.9,0.53,1.0,0.4,0.2,0.37,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.23,0.0,0.0,0.1,0.43,0.0,0.0,0.4,0.27,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Lateral,Grêmio,8.62,13.8,7.66,7.4,2.48,1.0,2.4,1.7,2.71,1.0,2.6,1.5,0.61,0.0,0.8,0.4,2.13,1.0,1.6,1.8,0.52,0.0,0.2,0.2,0.42,2.0,0.6,0.5,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.23,0.0,0.0,0.1,0.48,2.0,0.4,0.4,0.26,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Meia,Grêmio,17.7,17.7,17.7,17.7,11.0,11.0,11.0,11.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Meia,Grêmio,17.7,17.7,17.7,17.7,11.0,11.0,11.0,11.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Meia,Grêmio,19.25,20.8,19.25,19.25,10.0,9.0,10.0,10.0,4.0,5.0,4.0,4.0,1.0,0.0,1.0,1.0,8.0,11.0,8.0,8.0,1.0,0.0,1.0,1.0,3.5,5.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Meia,Grêmio,18.87,18.1,18.87,18.87,8.67,6.0,8.67,8.67,4.67,6.0,4.67,4.67,1.33,2.0,1.33,1.33,8.0,8.0,8.0,8.0,1.33,2.0,1.33,1.33,2.67,1.0,2.67,2.67,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Meia,Grêmio,19.7,22.2,19.7,19.7,8.75,9.0,8.75,8.75,4.5,4.0,4.5,4.5,1.5,2.0,1.5,1.5,8.5,10.0,8.5,8.5,1.5,2.0,1.5,1.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Meia,Grêmio,19.5,18.7,19.5,19.5,7.8,4.0,7.8,7.8,4.8,6.0,4.8,4.8,1.2,0.0,1.2,1.2,7.8,5.0,7.8,7.8,1.4,1.0,1.4,1.4,1.8,1.0,1.8,1.8,0.0,0.0,0.0,0.0,0.6,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Meia,Grêmio,21.0,28.5,21.66,21.0,9.33,17.0,9.0,9.33,5.17,7.0,5.6,5.17,1.33,2.0,1.2,1.33,8.5,12.0,9.2,8.5,1.33,1.0,1.2,1.33,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Meia,Grêmio,21.53,24.7,22.44,21.53,8.57,4.0,8.0,8.57,5.14,5.0,5.6,5.14,1.14,0.0,1.2,1.14,8.14,6.0,8.2,8.14,1.14,0.0,1.2,1.14,2.0,2.0,1.4,2.0,0.0,0.0,0.0,0.0,0.71,2.0,1.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Meia,Grêmio,19.84,8.0,20.42,19.84,8.12,5.0,7.8,8.12,5.25,6.0,5.6,5.25,1.12,1.0,1.0,1.12,7.88,6.0,7.8,7.88,1.0,0.0,0.8,1.0,1.75,0.0,1.2,1.75,0.0,0.0,0.0,0.0,0.62,0.0,0.8,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Meia,Grêmio,19.71,18.7,19.72,19.71,7.78,5.0,7.0,7.78,5.11,4.0,5.6,5.11,1.44,4.0,1.4,1.44,7.56,5.0,6.8,7.56,1.0,1.0,0.6,1.0,1.67,1.0,1.4,1.67,0.0,0.0,0.0,0.0,0.67,1.0,0.8,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.11,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Meia,Grêmio,19.94,22.0,20.38,19.94,7.5,5.0,7.2,7.5,5.1,5.0,5.4,5.1,1.9,6.0,2.6,1.9,7.8,10.0,7.8,7.8,0.9,0.0,0.4,0.9,1.9,4.0,2.0,1.9,0.1,1.0,0.2,0.1,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Meia,Grêmio,20.46,25.7,19.82,20.74,7.45,7.0,5.2,7.1,4.82,2.0,4.4,5.0,2.0,3.0,2.8,2.0,7.82,8.0,7.0,8.1,0.82,0.0,0.2,0.7,2.0,3.0,2.0,2.0,0.09,0.0,0.2,0.1,0.64,1.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Meia,Grêmio,22.78,48.2,24.52,23.48,7.67,10.0,6.4,7.2,4.67,3.0,4.0,4.8,2.17,4.0,3.6,2.4,7.75,7.0,7.2,7.7,0.83,1.0,0.4,0.8,2.0,2.0,2.0,1.7,0.08,0.0,0.2,0.1,0.83,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.17,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Meia,Grêmio,23.15,27.6,28.44,24.43,7.46,5.0,6.4,7.1,4.62,4.0,3.6,4.6,2.31,4.0,4.2,2.6,8.0,11.0,8.2,8.0,0.77,0.0,0.4,0.6,1.92,1.0,2.2,1.7,0.08,0.0,0.2,0.1,0.85,1.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.0,0.6,0.3,0.0,0.0,0.0,0.0,0.23,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Meia,Grêmio,22.52,14.4,27.58,23.65,7.43,7.0,6.8,6.9,4.36,1.0,3.0,4.3,2.57,6.0,4.6,3.0,7.64,3.0,7.8,7.3,0.71,0.0,0.2,0.4,1.79,0.0,2.0,1.7,0.07,0.0,0.2,0.1,0.79,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.21,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Meia,Grêmio,22.45,21.4,27.46,23.92,7.07,2.0,6.2,6.7,4.13,1.0,2.2,3.8,2.53,2.0,3.8,3.2,7.6,7.0,7.2,7.5,0.67,0.0,0.2,0.3,1.73,1.0,1.4,1.7,0.07,0.0,0.0,0.1,0.8,1.0,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.27,1.0,0.6,0.3,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Meia,Grêmio,21.47,6.8,23.68,21.75,7.0,6.0,6.0,5.6,4.06,3.0,2.4,3.4,2.38,0.0,3.2,3.0,7.31,3.0,6.2,6.6,0.69,1.0,0.4,0.3,1.62,0.0,0.8,1.4,0.06,0.0,0.0,0.1,0.75,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.25,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Meia,Grêmio,21.18,16.5,17.34,20.93,7.12,9.0,5.8,6.1,4.18,6.0,3.0,3.5,2.29,1.0,2.6,3.1,7.53,11.0,7.0,7.1,0.65,0.0,0.2,0.3,1.59,1.0,0.6,1.3,0.06,0.0,0.0,0.1,0.71,0.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.24,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Meia,Grêmio,21.63,29.3,17.68,23.06,7.67,17.0,8.2,7.3,4.22,5.0,3.2,3.4,2.33,3.0,2.4,3.3,7.22,2.0,5.2,6.7,0.67,1.0,0.4,0.4,1.5,0.0,0.4,1.3,0.06,0.0,0.0,0.1,0.72,1.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.22,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Meia,Grêmio,21.52,19.5,18.7,23.14,7.63,7.0,8.2,7.5,4.26,5.0,4.0,3.5,2.21,0.0,1.2,2.9,7.21,7.0,6.0,6.9,0.63,0.0,0.4,0.3,1.47,1.0,0.6,1.3,0.05,0.0,0.0,0.1,0.74,1.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.21,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Meia,Grêmio,22.62,43.5,23.12,25.29,7.7,9.0,9.6,7.9,4.3,5.0,4.8,3.5,2.2,2.0,1.2,2.5,7.4,11.0,6.8,7.0,0.6,0.0,0.4,0.3,1.45,1.0,0.6,1.0,0.05,0.0,0.0,0.0,0.8,2.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.3,2.0,0.4,0.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Meia,Grêmio,22.21,14.2,24.6,24.14,7.62,6.0,9.6,7.8,4.33,5.0,5.2,3.8,2.1,0.0,1.2,2.2,7.29,5.0,7.2,6.7,0.57,0.0,0.2,0.3,1.43,1.0,0.8,0.8,0.05,0.0,0.0,0.0,0.76,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,2.0,0.8,0.5,0.0,0.0,0.0,0.0,0.33,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Meia,Grêmio,21.5,6.5,22.6,19.97,7.41,3.0,8.4,7.1,4.45,7.0,5.4,4.2,2.05,1.0,1.2,1.9,7.32,8.0,6.6,6.8,0.59,1.0,0.4,0.3,1.41,1.0,0.8,0.7,0.05,0.0,0.0,0.0,0.73,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.32,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Meia,Grêmio,20.73,3.8,17.5,17.59,7.22,3.0,5.6,6.9,4.52,6.0,5.6,4.4,1.96,0.0,0.6,1.5,7.43,10.0,8.2,6.7,0.57,0.0,0.2,0.3,1.35,0.0,0.8,0.6,0.04,0.0,0.0,0.0,0.7,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Meia,Grêmio,20.04,4.2,14.44,16.57,7.17,6.0,5.4,6.8,4.62,7.0,6.0,5.0,1.96,2.0,1.0,1.1,7.25,3.0,7.4,6.7,0.58,1.0,0.4,0.4,1.29,0.0,0.6,0.6,0.04,0.0,0.0,0.0,0.67,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.29,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.08,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.04,1.0,0.2,0.1
