apelido,foto,pontuacao,posicao_id,clube_id,entrou_em_campo,A,DS,FS,FC,FD,FF,PS,CA,G,PC,SG,I,DE,V,GS,CV,FT,scout,rodada,DP,GC,PP
Hulk,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_VrWmS3u.png,4.6,5.0,282.0,True,,,7.0,,1.0,,,,,,,1.0,,,,,,,38,,,
Alan Franco,https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,0.0,4.0,282.0,True,,,,,,,,,,,,,,,,,,,38,,,
Dorival Júnior,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_Lo29Wew.png,8.61,6.0,276.0,True,,,,,,,,,,,,,,1.0,,,,,38,,,
Renato Gaúcho,https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,6.09,6.0,284.0,True,,,,,,,,,,,,,,1.0,,,,,38,,,
Willian,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO.png,2.2,5.0,293.0,True,,1.0,,3.0,1.0,1.0,,,,,,1.0,,,,,,,38,,,
Fagner,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_T3I37Ma.png,6.8,2.0,264.0,True,,,2.0,,,1.0,,,,,1.0,,,,,,,,38,,,
Luiz Felipe Scolari,https://s.sde.globo.com/media/person_role/2021/07/09/e29b4de70c7cc0b46eb86661058d026f_220x220.png,2.82,6.0,282.0,True,,,,,,,,,,,,,,,,,,,38,,,
Tite,https://s.sde.globo.com/media/person_role/2023/10/09/photo_220x220_KL4MJhP.png,2.41,6.0,262.0,True,,,,,,,,,,,,,,,,,,,38,,,
Alan Kardec,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png,0.0,5.0,282.0,True,,,,,,,,,,,,,,,,,,,38,,,
Titi,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_swipUAZ.png,2.4,3.0,356.0,True,,2.0,,,,,,,,,,,,,,,,,38,,,
Everton Ribeiro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_SWdtKkm.png,1.7,4.0,262.0,True,,1.0,1.0,,,,,,,,,,,,,,,,38,,,
Uendel,https://s.sde.globo.com/media/person_role/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png,5.0,2.0,1371.0,True,,,,,,,,,,,1.0,,,,,,,,38,,,
Cicinho,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o4R14ec.png,1.0,2.0,265.0,True,,,2.0,,,,,,,,,,,,,,,,38,,,
Ganso,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png,3.3,4.0,266.0,True,,3.0,,1.0,,,,,,,,,,,,,,,38,,,
Marcos Rocha,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,1.2,2.0,275.0,True,,1.0,,,,,,,,,,,,,,,,,38,,,
Willian Farias,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_n93P5Hb.png,0.0,4.0,294.0,True,,,,,,,,,,,,,,,,,,,38,,,
Edenílson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_Nf8iNxS.png,1.9,4.0,282.0,True,,1.0,2.0,1.0,,,,,,,,,,,,,,,38,,,
Alan Patrick,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,7.4,4.0,285.0,True,,,,2.0,,,,,1.0,,,,,,,,,,38,,,
Eduardo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5IMT6Pl.png,3.7,4.0,263.0,True,,2.0,1.0,,,1.0,,,,,,,,,,,,,38,,,
Dodô,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_V85ED0Q.png,-0.1,2.0,277.0,True,,1.0,,1.0,,,,1.0,,,,,,,,,,,38,,,
Gil,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_qHWEwAj.png,10.3,3.0,264.0,True,,3.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,38,,,
Rafael,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_5tYCknN.png,7.0,1.0,276.0,True,,,,,,,,,,,1.0,,2.0,,,,,,38,,,
Rafael Cabral,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png,3.0,1.0,283.0,True,,,,,,,,,,,,,4.0,,1.0,,,,38,,,
Luciano Castán,https://s.sde.globo.com/media/person_role/2023/03/22/photo_220x220.png,0.7,3.0,283.0,True,,,2.0,1.0,,,,,,,,,,,,,,,38,,,
Marinho,https://s.sde.globo.com/media/person_role/2023/06/20/photo_FORMATO.png,10.5,5.0,356.0,True,,,4.0,1.0,,1.0,,,1.0,,,,,,,,,,38,,,
Lucas Sasha,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_xTyetz3.png,4.4,4.0,356.0,True,1.0,,,2.0,,,,,,,,,,,,,,,38,,,
João Carlos,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_uMDsJVm.png,8.0,1.0,1371.0,True,,,,,,,,,,,1.0,,3.0,,,,,,38,,,
Pablo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PlvYQAE.png,0.4,3.0,262.0,True,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,38,,,
Luis Suárez,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_f8gCuyP.png,18.8,5.0,284.0,True,,,3.0,1.0,,2.0,,,2.0,,,,,,,,,,38,,,
Aránguiz,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,1.1,4.0,285.0,True,,1.0,,,,,,,,,,1.0,,,,,,,38,,,
Medel,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_ciMordA.png,-1.0,4.0,267.0,True,,,,,,,,1.0,,,,,,,,,,,38,,,
João Pedro Galvão,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_Vrax1Kc.png,0.0,5.0,284.0,True,,,,,,,,,,,,,,,,,,,38,,,
Nikão,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_k90QI3t.png,8.0,4.0,283.0,True,,,,,,,,,1.0,,,,,,,,,,38,,,
Eduardo Sasha,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,-1.0,5.0,280.0,True,,,,,,,,1.0,,,,,,,,,,,38,,,
Marllon,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,6.7,3.0,1371.0,True,,1.0,1.0,,,,,,,,1.0,,,,,,,,38,,,
Enner Valencia,https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png,7.7,5.0,285.0,True,,,,1.0,,,,,1.0,,,,,,,,,,38,,,
Diogo Barbosa,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,0.0,2.0,266.0,True,,,,,,,,,,,,,,,,,,,38,,,
Bruno Henrique,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,0.9,4.0,285.0,True,,,3.0,2.0,,,,,,,,,,,,,,,38,,,
Payet,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_p9gc9dj.png,3.4,4.0,267.0,True,,2.0,2.0,,,,,,,,,,,,,,,,38,,,
Léo Cittadini,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png,0.0,4.0,265.0,True,,,,,,,,,,,,,,,,,,,38,,,
Maicon,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,4.8,3.0,267.0,True,,3.0,,,1.0,,,,,,,,,,,,,,38,,,
Weverton,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,4.0,1.0,275.0,True,,,,,,,,,,,,,5.0,,1.0,,,,38,,,
Gustavo Gómez,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,2.2,3.0,275.0,True,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,38,,,
Everson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,-1.0,1.0,282.0,True,,,,,,,,,,,,,3.0,,4.0,,,,38,,,
Fernando Diniz,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,4.81,6.0,266.0,True,,,,,,,,,,,,,,,,,,,38,,,
Pedro Henrique,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,8.4,5.0,285.0,True,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,38,,,
Vitor Hugo,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,2.0,3.0,265.0,True,,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,38,,,
Luiz Adriano,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,0.5,5.0,285.0,True,,,1.0,,,,,,,,,,,,,,,,38,,,
Mercado,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,-0.3,3.0,285.0,True,,,,1.0,,,,,,,,,,,,,,,38,,,
Bruno Peres,https://s.sde.globo.com/media/person_role/2023/08/25/photo_220x220.png,0.8,2.0,293.0,True,,,,,,1.0,,,,,,,,,,,,,38,,,
Rincón,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_Obk9GWx.png,3.0,4.0,277.0,True,,2.0,3.0,3.0,,,,,,,,,,,,,,,38,,,
Madson,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,1.9,2.0,293.0,True,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,38,,,
Renê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,1.0,2.0,285.0,True,,,2.0,,,,,,,,,,,,,,,,38,,,
Jonathan Cafu,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,0.4,5.0,1371.0,True,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,38,,,
Gabriel,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,0.0,4.0,285.0,True,,,,,,,,,,,,,,,,,,,38,,,
Reinaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,-0.1,2.0,284.0,True,,1.0,,1.0,,,,1.0,,,,,,,,,,,38,,,
Thiago Santos,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,1.4,4.0,266.0,True,,1.0,1.0,1.0,,,,,,,,,,,,,,,38,,,
Víctor Cuesta,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,1.7,3.0,263.0,True,,,1.0,,1.0,,,,,,,,,,,,,,38,,,
Filipe Augusto,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,2.2,4.0,1371.0,True,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,38,,,
Cano,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,6.6,5.0,266.0,True,,,1.0,1.0,2.0,5.0,,,,,,,,,,,,,38,,,
Lucas Silva,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,0.5,4.0,283.0,True,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,38,,,
Yago Pikachu,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,-0.5,4.0,356.0,True,,,1.0,,,,,1.0,,,,,,,,,,,38,,,
Luciano,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,11.1,5.0,276.0,True,,1.0,5.0,2.0,,,,,1.0,,,,,,,,,,38,,,
Gilberto,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,1.1,2.0,265.0,True,,1.0,1.0,2.0,,,,,,,,,,,,,,,38,,,
Lucas Lima,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,6.7,4.0,277.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,38,,,
Jair,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,7.4,4.0,267.0,True,,6.0,1.0,1.0,,,,,,,,,,,,,,,38,,,
Lucas Mugni,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,1.7,4.0,265.0,True,,1.0,,1.0,,1.0,,,,,,,,,,,,,38,,,
Mayke,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,-0.6,2.0,275.0,True,,,,2.0,,,,,,,,,,,,,,,38,,,
Alisson,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,3.9,4.0,276.0,True,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,38,,,
João Ricardo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,4.0,1.0,356.0,True,,,,,,,,,,,,,5.0,,1.0,,,,38,,,
Zé Rafael,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,5.0,4.0,275.0,True,,4.0,1.0,1.0,,,,,,,,,,,,,,,38,,,
Otávio,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,3.4,4.0,282.0,True,,2.0,2.0,,,,,,,,,,,,,,,,38,,,
Luiz Araújo,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,4.3,5.0,262.0,True,,3.0,2.0,1.0,,,,,,,,,,,,,,,38,,,
Tinga,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kUpus9a.png,2.4,2.0,356.0,True,,2.0,,,,,,,,,,,,,,,,,38,,,
Wellington Rato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,7.1,4.0,276.0,True,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,38,,,
Julio Furch,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_fMrOLLy.png,1.8,5.0,277.0,True,,,,,1.0,1.0,,,,,,2.0,,,,,,,38,,,
Clayson,https://s.sde.globo.com/media/person_role/2023/06/30/photo_FORMATO_AACy2wU.png,19.6,5.0,1371.0,True,1.0,,4.0,1.0,,,,,2.0,,,1.0,,,,1.0,,,38,,,
Tiquinho Soares,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,0.5,5.0,263.0,True,,,1.0,,,,,,,,,,,,,,,,38,,,
Jemerson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,0.9,3.0,282.0,True,,,,1.0,1.0,,,,,,,,,,,,,,38,,,
Fernando Sobral,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,0.6,4.0,1371.0,True,,1.0,1.0,3.0,,1.0,,1.0,,,,,,,,,,,38,,,
Lucas Evangelista,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,2.0,4.0,280.0,True,,1.0,,,,1.0,,,,,,,,,,,,,38,,,
Varela,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,0.0,2.0,262.0,True,,,,,,,,,,,,,,,,,,,38,,,
Marcos Felipe,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,3.0,1.0,265.0,True,,,,,,,,,,,,,4.0,,1.0,,,,38,,,
Cantillo,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,2.8,4.0,264.0,True,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,38,,,
João Paulo,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,2.0,1.0,277.0,True,,,,,,,,,,,,,4.0,,2.0,,,,38,,,
Léo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,0.0,3.0,267.0,True,,,,,,,,,,,,,,,,,,,38,,,
Keno,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,3.4,5.0,266.0,True,,1.0,2.0,,1.0,,,,,,,,,,,,,,38,,,
Tchê Tchê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,3.7,4.0,263.0,True,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,38,,,
Everton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,1.1,5.0,262.0,True,,1.0,1.0,2.0,,,,,,,,,,,,,,,38,,,
Danilo Barbosa,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,1.1,4.0,263.0,True,,1.0,3.0,2.0,,,,1.0,,,,,,,,,,,38,,,
José Welison,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,1.2,4.0,356.0,True,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,38,,,
Léo Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,0.0,1.0,267.0,True,,,,,,,,,,,,,1.0,,1.0,,,,38,,,
Guilherme Arana,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,0.5,2.0,282.0,True,,,1.0,,,,,,,,,,,,,,,,38,,,
Soteldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,0.8,5.0,277.0,True,,,,,,1.0,,,,,,,,,,,,,38,,,
Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,-0.6,3.0,284.0,True,,,2.0,2.0,,,,1.0,,,,,,,,,,,38,,,
Messias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,9.2,3.0,277.0,True,,,,,1.0,,,,1.0,,,,,,,,,,38,,,
Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,18.1,4.0,265.0,True,2.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,38,,,
Vitor Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,1.4,4.0,293.0,True,,1.0,1.0,1.0,,,,,,,,,,,,,,,38,,,
Philipe Sampaio,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,-0.3,3.0,263.0,True,,,,1.0,,,,,,,,,,,,,,,38,,,
Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,3.0,4.0,262.0,True,,1.0,2.0,,,1.0,,,,,,,,,,,,,38,,,
Ángel Romero,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,8.9,5.0,264.0,True,,,2.0,,,,,,1.0,,,1.0,,,,,,,38,,,
Ayrton Lucas,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,6.2,2.0,262.0,True,,5.0,,2.0,,1.0,,,,,,,,,,,,,38,,,
Lucas Crispim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,0.0,4.0,356.0,True,,,,,,,,,,,,,,,,,,,38,,,
Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,4.1,4.0,262.0,True,,3.0,,1.0,,1.0,,,,,,,,,,,,,38,,,
João Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,0.8,2.0,284.0,True,,,,,,1.0,,,,,,,,,,,,,38,,,
William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,2.6,2.0,283.0,True,,2.0,1.0,1.0,,,,,,,,,,,,,,,38,,,
Igor Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,1.8,3.0,282.0,True,,1.0,,2.0,1.0,,,,,,,,,,,,,,38,,,
Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,3.6,4.0,284.0,True,,2.0,,,1.0,,,,,,,,,,,,,,38,,,
Everton Galdino,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,7.7,5.0,284.0,True,,,,1.0,,,,,1.0,,,,,,,,,,38,,,
Bruno Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,0.5,2.0,356.0,True,,,1.0,,,,,,,,,,,,,,,,38,,,
Edu,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,1.5,5.0,294.0,True,,,3.0,,,,,,,,,,,,,,,,38,,,
Bruno Henrique,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,0.2,5.0,262.0,True,,,1.0,1.0,,,,,,,,,,,,,,,38,,,
Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,9.8,4.0,265.0,True,1.0,4.0,,4.0,1.0,,,,,,,,,,,,,,38,,,
Lucas Mineiro,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,1.7,4.0,1371.0,True,,1.0,1.0,,,,,,,,,,,,,,,,38,,,
Fabrício Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,0.5,3.0,262.0,True,,,1.0,,,,,,,,,,,,,,,,38,,,
Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,0.0,4.0,284.0,True,,,,,,,,,,,,,,,,,,,38,,,
Lucas Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,-3.0,1.0,263.0,True,,,,,,,,,,,,,,,3.0,,,,38,,,
Marcelo Fernandes,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,3.03,6.0,277.0,True,,,,,,,,,,,,,,,,,,,38,,,
Erick Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,1.1,4.0,262.0,True,,1.0,1.0,2.0,,,,,,,,,,,,,,,38,,,
Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,8.5,3.0,276.0,True,,3.0,,,,,,,,,1.0,1.0,,,,,,,38,,,
Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,2.6,2.0,283.0,True,,2.0,1.0,1.0,,,,,,,,,,,,,,,38,,,
Nino,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,-0.1,3.0,266.0,True,,,,1.0,1.0,,,1.0,,,,,,,,,,,38,,,
David Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,2.3,3.0,265.0,True,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,38,,,
Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,1.1,5.0,282.0,True,,,,,1.0,,,,,,,1.0,,,,,,,38,,,
Wesley Carvalho,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,1.56,6.0,293.0,True,,,,,,,,,,,,,,,,,,,38,,,
Ramón Díaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,5.83,6.0,267.0,True,,,,,,,,,,,,,,1.0,,,,,38,,,
Caíque,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,3.0,1.0,284.0,True,,,,,,,,,,,,,5.0,,2.0,,,,38,,,
Rodrigo Ely,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,-0.8,3.0,284.0,True,,1.0,,,,,,1.0,,1.0,,,,,,,,,38,,,
Deyverson,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,1.2,5.0,1371.0,True,,,,,1.0,,,,,,,,,,,,,,38,,,
Bruno Rodrigues,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,3.9,5.0,283.0,True,,1.0,3.0,,1.0,,,,,,,,,,,,,,38,,,
Diogo Giacomini,https://s.sde.globo.com/media/person_role/2023/11/10/photo_FORMATO_KSlEt2O.png,0.0,6.0,327.0,False,,,,,,,,,,,,,,,,,,,38,,,
João Basso,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,0.9,3.0,277.0,True,,1.0,,1.0,,,,,,,,,,,,,,,38,,,
Gabriel Inocêncio,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,1.4,2.0,277.0,True,,2.0,,4.0,1.0,,,1.0,,,,,,,,,,,38,,,
Paulo Henrique,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,6.8,2.0,267.0,True,1.0,2.0,,2.0,,,,,,,,,,,,,,,38,,,
Andrey,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_19c678V.png,0.9,4.0,294.0,True,,1.0,,1.0,,,,,,,,,,,,,,,38,,,
Marlon Freitas,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,5.9,4.0,263.0,True,1.0,1.0,,1.0,,,,,,,,,,,,,,,38,,,
Cleiton,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,1.0,1.0,280.0,True,,,,,,,,,,,,,3.0,,2.0,,,,38,,,
Breno Lopes,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,1.9,5.0,275.0,True,,1.0,2.0,1.0,,,,,,,,,,,,,,,38,,,
Matheus Fernandes,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,-0.1,4.0,280.0,True,,,1.0,2.0,,,,,,,,,,,,,,,38,,,
Guilherme,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,3.3,5.0,356.0,True,,,1.0,,1.0,2.0,,,,,,,,,,,,,38,,,
Raphael Veiga,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,1.4,4.0,275.0,True,,,1.0,1.0,1.0,,,,,,,,,,,,,,38,,,
Pedro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,2.5,5.0,262.0,True,,1.0,1.0,,,1.0,,,,,,,,,,,,,38,,,
Eduardo Coudet,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO.png,6.09,6.0,285.0,True,,,,,,,,,,,,,,1.0,,,,,38,,,
Raniele,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,5.0,4.0,1371.0,True,,2.0,2.0,,,2.0,,,,,,,,,,,,,38,,,
Marcelo Benevenuto,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,2.4,3.0,356.0,True,,2.0,,,,,,,,,,,,,,,,,38,,,
